STTSTTSTT,"Nội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thônNội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thônNội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thôn","Nội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thônNội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thônNội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thôn",Ghi chúGhi chúGhi chú
2.12.12.1,Cơ quan tổ chức lập nhiệm vụ quy hoạch (đối với các quy hoạch có yêu cầu phải lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập nhiệm vụ quy hoạch (đối với các quy hoạch có yêu cầu phải lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập nhiệm vụ quy hoạch (đối với các quy hoạch có yêu cầu phải lập nhiệm vụ quy hoạch),[Nhập dữ liệu hoặc Mã đăng ký kinh doanh (nếu có)][Nhập dữ liệu hoặc Mã đăng ký kinh doanh (nếu có)][Nhập dữ liệu hoặc Mã đăng ký kinh doanh (nếu có)],Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
2.22.22.2,Cơ quan thẩm định nhiệm vụ quy hoạchCơ quan thẩm định nhiệm vụ quy hoạchCơ quan thẩm định nhiệm vụ quy hoạch,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
2.32.32.3,Cơ quan phê duyệt nhiệm vụ quy hoạchCơ quan phê duyệt nhiệm vụ quy hoạchCơ quan phê duyệt nhiệm vụ quy hoạch,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
2.42.42.4,Quy mô dân số dự báoQuy mô dân số dự báoQuy mô dân số dự báo,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
2.52.52.5,Thời hạn lập quy hoạchThời hạn lập quy hoạchThời hạn lập quy hoạch,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
2.62.62.6,Kế hoạch thực hiện quy hoạch chung (đối với quy hoạch chung)Kế hoạch thực hiện quy hoạch chung (đối với quy hoạch chung)Kế hoạch thực hiện quy hoạch chung (đối với quy hoạch chung),[Đính kèm file được ký số hoặc Chứng thực bản sao điện tử từ bản chính][Đính kèm file được ký số hoặc Chứng thực bản sao điện tử từ bản[Đính kèm file được ký số hoặc Chứng thực bản sao điện tử từ bản  chính]chính],Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
2.72.72.7,"Các nhiệm vụ quy hoạch, quy hoạch có liên quan (nếu có)Các nhiệm vụ quy hoạch, quy hoạch có liên quan (nếu có)Các nhiệm vụ quy hoạch, quy hoạch có liên quan (nếu có)","[Nhập mã định danh nhiệm vụ quy hoạch, quy hoạch có liên quan][Nhập mã định danh nhiệm vụ quy hoạch,[Nhập mã định danh nhiệm vụ quy hoạch,  quy hoạch có liên quan]quy hoạch có liên quan]",Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
2.82.82.8,Chủ nhiệm lập nhiệm vụ quy hoạchChủ nhiệm lập nhiệm vụ quy hoạchChủ nhiệm lập nhiệm vụ quy hoạch,[Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng][Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng][Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng],Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
2.92.92.9,Danh sách chủ trì các bộ môn thiết kế quy hoạchDanh sách chủ trì các bộ môn thiết kế quy hoạchDanh sách chủ trì các bộ môn thiết kế quy hoạch,[Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng][Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng][Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng],Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
2.102.102.10,Thông tin khác (nếu có)Thông tin khác (nếu có)Thông tin khác (nếu có),[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
2.112.112.11,"Hồ sơ thẩm định nhiệm vụ quy hoạch, điều chỉnh nhiệm vụ quy hoạchHồ sơ thẩm định nhiệm vụ quy hoạch, Hồ sơ thẩm định nhiệm vụ quy hoạch, điềuđiều chỉnh nhiệm vụ quy hoạch chỉnh nhiệm vụ quy hoạch","Hồ sơ thẩm định nhiệm vụ quy hoạch, điều chỉnh nhiệm vụ quy hoạchHồ sơ thẩm định nhiệm vụ quy hoạch, Hồ sơ thẩm định nhiệm vụ quy hoạch, điềuđiều chỉnh nhiệm vụ quy hoạch chỉnh nhiệm vụ quy hoạch",
aaa,Cơ sở dữ liệu số cơ bảnCơ sở dữ liệu số cơ bảnCơ sở dữ liệu số cơ bản,"[các tệp tin (file) bản vẽ và văn bản được in ấn thành một phần của hồ sơ bản giấy không bao gồm các văn bản, tài liệu liên quan theo quy định của pháp luật về quy hoạch đô thị và nông thôn][các tệp tin (file) bản vẽ và văn bản được in ấn thành một [các tệp tin (file) bản vẽ và văn bản được in ấn thành một phầnphần của hồ sơ bản giấy không bao gồm các văn bản, tài liệu liên quan theo quy định của pháp  của hồ sơ bản giấy không bao gồm các văn bản, tài liệu liên quan theo quy định của pháp luậtluật về quy hoạch đô thị và nông thôn] về quy hoạch đô thị và nông thôn]",Cơ quan tổ chức lập nhiệm vụ quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchCơ quan tổ chức lập nhiệm vụ quyCơ quan tổ chức lập nhiệm vụ quy  hoạchhoạch  cócó  tráchtrách  nhiệm nhậpnhiệm nhập  dữdữ  liệuliệu  trêntrên  HệHệ  thống thôngthống thông  tintin  vềvề  hoạthoạt  độngđộng  xây dựngxây dựng  khikhi  trìnhtrình  thẩmthẩm  định nhiệm vụ quy hoạchđịnh nhiệm vụ quy hoạch
bbb,Cơ sở dữ liệu số pháp lýCơ sở dữ liệu số pháp lýCơ sở dữ liệu số pháp lý,"[Các tệp tin (file) được số hóa, quét (scan) từ hồ sơ bằng bản giấy hoặc chứng thực điện tử theo quy định của pháp luật về quy hoạch đô thị và nông thôn][Các tệp tin (file) được số hóa, quét (scan) từ hồ sơ bằng bản giấy[Các tệp tin (file) được số hóa, quét (scan) từ hồ sơ bằng bản giấy  hoặc chứng thực điện tử theo quy định của pháp hoặc chứng thực điện tử theo quy định của pháp luậtluật về quy hoạch đô thị và nông thôn] về quy hoạch đô thị và nông thôn]",
ccc,Cơ sở dữ liệu số địa lý (GIS) quy hoạchCơ sở dữ liệu số địa lýCơ sở dữ liệu số địa lý  (GIS) quy hoạch(GIS) quy hoạch,[Các tệp tin (file) được chuyển đổi thành dữ liệu địa lý từ cơ sở dữ liệu gốc theo quy định của pháp luật về quy hoạch đô thị và nông thôn][Các tệp tin (file) được chuyển đổi thành dữ liệu địa lý từ cơ sở dữ liệu gốc theo quy định của pháp [Các tệp tin (file) được chuyển đổi thành dữ liệu địa lý từ cơ sở dữ liệu gốc theo quy định của pháp luậtluật về quy hoạch đô thị và nông thôn] về quy hoạch đô thị và nông thôn],
333,Dữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tục,Dữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tục,Dữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tục
3.13.13.1,"Thông báo kết quả thẩm định nhiệm vụ quy hoạch, điều chỉnh nhiệm vụ quy hoạchThông báo kết quả thẩm địnhThông báo kết quả thẩm định  nhiệmnhiệm  vụvụ  quy hoạch, quy hoạch, điềuđiều chỉnh nhiệm vụ quy hoạch chỉnh nhiệm vụ quy hoạch","[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập[Nhập  số:..,số:..,  ngàyngày  .... tháng.... tháng  ........  năm....,năm....,  cơ quan ban hành văn bản]cơ quan ban hành văn bản][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Đính[Đính  kèmkèm  filefile  đượcđược  ký sốký số  hoặchoặc  đượcđược  chứng thựcchứng thực  bảnbản  sao điệnsao điện  tửtử  từ bản chính]từ bản chính]",
3.23.23.2,"Hồ sơ nhiệm vụ quy hoạch, điều chỉnh nhiệm vụ quy hoạch được đóng dấu thẩm định theo quy định của pháp luật về quy hoạch đô thị và nông thôn và hồ sơ điện tử kèm theoHồHồ  sơsơ  nhiệmnhiệm  vụvụ  quy hoạch, quy hoạch, điềuđiều chỉnh nhiệm vụ quy hoạch được đóng dấu thẩm định theo quy định chỉnh nhiệm vụ quy hoạch được đóng dấu thẩm định theo quy định  củacủa  pháppháp  luậtluật  về quyvề quy  hoạchhoạch  đôđô  thịthị  và nông thôn và hồ sơ điện tử kèm theovà nông thôn và hồ sơ điện tử kèm theo",,"Cơ quan tổ chức thẩm định nhiệm vụ quy hoạch có trách nhiệm, phối hợp với cơ quan tổ chức lập nhiệm vụ quy hoạch để cập nhật hồ sơ quy hoạch đã được thẩm định vào Cơ sở dữ liệu quốc gia về hoạt động xây dựngCơCơ  quanquan  tổtổ  chứcchức  thẩmthẩm  định nhiệm vụ quy hoạch có trách nhiệm,định nhiệm vụ quy hoạch có trách nhiệm,  phốiphối  hợphợp  vớivới  cơ quan tổcơ quan tổ  chứcchức  lậplập  nhiệmnhiệm  vụvụ  quy hoạchquy hoạch  đểđể  cậpcập  nhậtnhật  hồhồ  sơsơ  quy hoạch đã được thẩm định vào Cơ sở dữ liệu quốc gia về hoạt động xây dựngquy hoạch đã được thẩm định vào Cơ sở dữ liệu quốc gia về hoạt động xây dựng"
IIIIII,"Thẩm định quy hoạch, điều chỉnh quy hoạch đô thị và nông thônThẩm định quy hoạch, Thẩm định quy hoạch, điềuđiều chỉnh quy hoạch đô thị và nông thôn chỉnh quy hoạch đô thị và nông thôn","Thẩm định quy hoạch, điều chỉnh quy hoạch đô thị và nông thônThẩm định quy hoạch, Thẩm định quy hoạch, điềuđiều chỉnh quy hoạch đô thị và nông thôn chỉnh quy hoạch đô thị và nông thôn","- Kết quả giải quyết thủ tục do Cơ quan thẩm định quy hoạch, điều chỉnh quy hoạch thực hiện, ban hành, chuẩn hóa dữ liệu vào Hệ thống thông tin về hoạt động xây dựng.- Kết quả giải quyết thủ tục do Cơ quan thẩm định quy hoạch, - Kết quả giải quyết thủ tục do Cơ quan thẩm định quy hoạch, điềuđiều  chỉnhchỉnh  quyquy  hoạchhoạch  thực hiện, ban hành, chuẩn hóa dữ liệu vào Hệ thống thông tin về hoạt động xây dựng.thực hiện, ban hành, chuẩn hóa dữ liệu vào Hệ thống thông tin về hoạt động xây dựng.- Kết quả thủ tục do cơ quan lập quy hoạch thực hiện, cập nhật vào Hệ thống thông tin về hoạt động xây dựng để tạo lập Cơ sở dữ liệu chuyên ngành- Kết quả thủ tục do cơ- Kết quả thủ tục do cơ  quan lậpquan lập  quyquy  hoạchhoạch  thựcthực  hiện,hiện,  cập nhật vào Hệ thống thông tin về hoạt động xây dựng để tạo lập Cơ sở dữ liệu chuyên ngànhcập nhật vào Hệ thống thông tin về hoạt động xây dựng để tạo lập Cơ sở dữ liệu chuyên ngành"
111,Dữ liệu chungDữ liệu chungDữ liệu chung,Dữ liệu chungDữ liệu chungDữ liệu chung,Dữ liệu chungDữ liệu chungDữ liệu chung
