Trạm,Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Năm
41. Phú Hộ,"0,2","0,9","2,8","7,2","10,5","11,6","11,9","11,5","6,5","3,4","0,4","0,1","67,0"
42. Việt Trì,"0,2","0,7","2,4","6,4","9,2","10,0","10,2","9,6","5,5","3,0","0,3","0,1","57,4"
43. Tam Đảo,"0,2","0,8","2,0","5,5","8,3","10,6","11,9","10,4","5,5","2,7","0,2","0,1","58,2"
44. Vĩnh Yên,"0,2","0,8","2,1","5,9","9,7","11,1","12,3","10,5","5,3","2,5","0,2","0,1","60,7"
45. Bảo Lạc,"0,2","0,7","2,1","4,7","5,9","7,2","7,0","7,0","3,0","0,9","0,2","0,1","39,1"
46. Nguyên Bình,"0,2","0,8","2,9","5,8","7,6","10,2","10,4","10,4","4,9","1,7","0,3","0,2","55,4"
47. Trùng Khánh,"0,1","0,9","2,6","5,5","7,0","9,5","10,3","9,5","4,1","1,4","0,3","0,1","51,5"
48. Cao Bằng,"0,2","0,8","3,0","6,2","8,2","11,6","12,3","11,5","5,4","2,1","0,3","0,1","61,7"
49. Bắc Sơn,"0,1","0,6","1,8","5,1","7,5","8,2","9,1","9,2","4,7","1,7","0,2","0,2","48,4"
50. Hữu Lũng,"0,1","0,8","2,1","5,0","7,8","9,0","9,8","10,1","6,2","2,3","0,2","0,0","53,3"
51. Đình Lập,"0,1","0,9","1,9","5,1","8,6","10,2","10,5","11,2","5,8","1,8","0,2","0,1","56,3"
52. Thất Khê,"0,2","0,8","2,4","5,2","7,0","9,2","11,5","9,5","4,7","1,7","0,4","0,1","52,7"
53. Lạng Sơn,"0,1","0,9","1,7","5,3","7,0","9,0","9,9","10,0","5,3","2,2","0,3","0,0","51,7"
54. Lục Ngạn,"0,1","0,8","1,9","5,2","7,7","10,0","10,6","11,0","6,9","2,0","0,3","0,1","56,6"
55. Sơn Động,"0,1","0,7","1,1","3,7","7,0","7,8","8,5","8,9","4,7","1,4","0,1","0,0","44,1"
56. Bắc Giang,"0,0","0,9","2,0","5,3","7,9","9,4","8,6","9,8","5,4","2,3","0,3","0,0","52,0"
57. Hiệp Hòa,"0,1","1,1","2,1","5,3","9,1","9,4","11,5","10,0","5,7","2,3","0,5","0,1","57,0"
58. Uông Bí,"0,2","0,8","1,9","4,7","8,4","10,1","9,8","11,9","7,1","2,8","0,4","0,2","58,2"
59. Cô Tô,"0,2","0,6","1,1","3,7","4,5","6,6","7,3","9,3","6,1","2,1","0,2","0,0","41,8"
60. Bãi Cháy,"0,1","0,4","1,3","3,9","6,0","8,9","8,4","11,0","6,0","1,9","0,1","0,0","48,0"
61. Cửa Ông,"0,1","0,6","1,2","3,7","5,0","8,4","8,9","10,2","5,7","2,1","0,3","0,0","46,2"
62. Tiên Yên,"0,2","0,7","1,8","5,3","8,4","11,6","12,3","12,9","7,5","2,3","0,3","0,0","63,3"
63. Móng Cái,"0,1","0,6","1,4","4,2","6,0","9,5","10,3","9,5","5,0","2,2","0,2","0,0","49,1"
64. Phù Liễn,"0,1","0,4","1,3","4,0","5,9","8,0","7,2","9,4","6,1","2,5","0,1","0,0","45,2"
65. Hòn Dấu,"0,2","0,3","1,2","3,9","5,2","6,5","6,0","9,6","6,3","2,4","0,3","0,0","42,0"
66. Bạch Long Vĩ,"0,1","0,3","1,1","2,7","3,3","3,9","3,6","6,0","4,6","1,6","0,2","0,0","27,6"
67. Ba Vì,"0,2","1,0","2,8","7,2","12,6","13,3","14,1","12,2","7,5","3,2","0,2","0,1","74,4"
68. Hà Đông,"0,2","1,1","2,4","6,1","11,5","12,1","12,4","10,4","7,7","3,0","0,4","0,2","67,8"
69. Sơn Tây,"0,1","0,8","2,1","6,7","11,4","11,7","13,2","11,1","6,2","2,9","0,3","0,1","66,6"
70. Hà Nội,"0,2","0,7","2,0","6,2","9,4","10,6","10,9","9,9","6,3","2,3","0,4","0,1","59,0"
71. Chí Linh,"0,3","1,2","2,6","7,1","12,8","17,6","17,1","18,4","11,7","5,0","0,6","0,1","94,5"
72. Hải Dương,"0,2","0,6","1,6","5,0","8,5","10,5","9,6","11,3","7,6","3,5","0,4","0,1","58,8"
73. Hưng Yên,"0,2","0,5","1,7","5,4","8,8","10,5","9,8","10,5","6,8","2,8","0,6","0,0","57,6"
74. Nam Định,"0,2","0,5","1,5","4,8","7,6","7,9","8,0","10,5","7,9","3,3","0,3","0,2","52,5"
75. Văn Lý,"0,1","0,5","1,4","4,0","6,1","6,6","5,7","9,8","9,2","3,6","0,3","0,1","47,3"
76. Thái Bình,"0,1","0,4","1,4","3,9","6,8","7,7","7,0","8,8","7,7","3,1","0,4","0,1","47,5"
77. Hà Nam,"0,2","0,3","1,6","5,8","10,0","11,6","10,7","10,7","7,7","3,3","0,4","0,2","62,3"
78. Ninh Bình,"0,1","0,4","1,4","4,4","7,3","8,7","7,7","9,1","6,9","3,0","0,4","0,1","49,2"
79. Nho Quan,"0,1","0,5","1,6","6,3","11,0","12,0","11,6","12,6","8,0","3,4","0,4","0,1","67,5"
80. Yên Định,"0,1","0,3","1,6","5,6","10,6","10,3","8,4","10,6","7,0","3,1","0,2","0,1","57,9"
81. Bái Thượng,"0,0","0,5","1,9","7,5","13,2","13,4","12,9","13,0","8,1","3,4","0,4","0,1","74,4"
82. Như Xuân,"0,0","0,4","1,3","5,3","8,6","7,4","6,4","8,2","6,0","2,8","0,4","0,1","46,9"
83. Tĩnh Gia,"0,2","0,6","1,1","4,4","6,5","5,4","5,5","8,4","7,9","3,4","0,4","0,0","43,9"
84. Thanh Hoá,"0,1","0,4","1,5","5,5","9,1","8,5","7,0","10,0","7,8","3,6","0,5","0,1","53,9"
85. Hồi Xuân,"0,1","0,9","3,2","10,0","15,4","16,1","16,8","14,6","8,4","3,0","0,3","0,1","88,9"
86. Quỳ Châu,"0,0","0,7","2,1","8,2","12,8","11,8","10,0","11,5","6,9","2,9","0,4","0,1","67,1"
87. Quỳ Hợp,"0,2","0,8","2,4","7,6","11,6","10,2","9,5","12,5","9,1","3,6","0,2","0,1","67,7"
88. Tây Hiếu,"0,1","0,7","1,6","5,9","9,9","7,9","7,5","10,4","7,2","3,2","0,2","0,0","54,5"
89. Quỳnh Lưu,"0,1","0,7","1,5","5,0","6,8","5,7","4,5","7,9","7,7","3,4","0,3","0,1","43,6"
90. Con Cuông,"0,0","0,8","2,9","7,0","9,2","7,1","6,9","9,5","7,4","3,1","0,4","0,1","54,5"
91. Đô Lương,"0,1","0,6","2,3","5,9","9,8","7,9","6,4","9,2","7,6","3,2","0,4","0,0","53,4"
92. Tương Dương,"0,1","0,8","3,2","9,4","10,7","8,3","7,5","9,8","6,5","2,6","0,3","0,1","59,2"
93. Vinh,"0,1","0,6","2,3","5,2","7,1","4,4","3,6","6,6","6,9","4,1","0,4","0,1","41,4"
94. Hương Khê,"0,1","0,9","2,7","6,2","10,4","6,6","5,6","7,3","7,9","4,2","0,4","0,0","52,4"
95. Kỳ Anh,"0,1","0,4","1,6","4,1","6,7","4,6","3,1","5,1","7,8","4,3","0,5","0,0","38,1"
96. Hà Tĩnh,"0,1","0,6","2,0","4,7","8,5","5,7","4,8","7,1","8,3","4,8","0,5","0,0","47,1"
97. Tuyên Hoá,"0,1","0,8","1,8","6,1","8,7","6,1","4,9","7,7","9,0","4,6","0,3","0,0","50,1"
98. Ba Đồn,"0,0","0,6","1,4","4,2","5,8","3,5","2,4","5,1","6,8","4,0","0,2","0,0","33,9"
99. Đồng Hới,"0,0","0,4","1,2","4,7","6,6","3,0","2,3","4,0","6,2","4,0","0,2","0,0","32,6"
100. Cồn Cỏ,"0,0","0,4","0,9","2,8","5,9","3,0","2,6","4,2","6,1","3,5","0,2","0,0","29,8"
101. Đông Hà,"0,0","0,5","1,9","4,8","7,3","4,1","2,9","4,7","6,2","3,6","0,3","0,0","36,3"
102. Khe Sanh,"0,0","0,4","2,3","7,0","8,9","4,5","3,5","4,3","4,8","2,3","0,1","0,0","38,1"
103. A Lưới,"0,0","0,8","4,4","9,5","11,3","6,9","6,3","5,6","6,5","3,3","0,2","0,0","54,9"
104. Nam Đông,"0,0","1,0","4,0","10,2","15,2","12,7","10,5","9,6","8,5","3,9","0,5","0,0","76,2"
105. Huế,"0,0","0,4","2,6","7,2","11,6","8,0","6,5","7,7","8,8","5,1","0,6","0,0","58,5"
106. Đà Nẵng,"0,0","0,2","1,1","4,2","8,4","6,7","6,2","6,1","7,9","5,2","0,7","0,0","46,7"
107. Tam Kỳ,"0,0","0,0","0,7","3,8","8,4","8,1","8,0","7,6","7,5","4,2","0,5","0,0","48,8"
108. Trà My,"0,0","0,7","3,1","9,3","18,3","14,8","14,0","12,5","11,2","4,8","0,7","0,3","89,5"
109. Ba Tơ,"0,0","0,1","1,9","6,8","10,9","9,8","8,8","7,1","5,6","1,6","0,1","0,0","52,8"
110. Quảng Ngãi,"0,0","0,0","0,6","2,6","7,9","7,8","6,9","6,5","7,9","4,4","0,8","0,1","45,7"
111. Lý Sơn,"0,0","0,0","0,2","0,6","3,2","2,5","2,9","4,1","5,3","3,4","0,3","0,0","22,6"
112. Hoài Nhơn,"0,0","0,0","0,8","3,0","9,4","7,5","6,5","6,6","7,3","2,9","0,3","0,0","44,3"
113. Quy Nhơn,"0,1","0,0","0,3","1,7","6,3","4,6","3,0","3,9","8,0","4,9","0,9","0,1","33,8"
114. Sơn Hoà,"0,1","0,1","1,4","4,6","11,7","7,9","7,2","6,8","9,3","5,2","1,5","0,2","56,0"
115. Tuy Hoà,"0,0","0,0","0,3","1,4","4,8","3,5","3,2","3,4","6,3","4,8","1,1","0,0","28,9"
116. Nha Trang,"0,0","0,0","0,2","1,0","4,2","2,6","2,2","2,3","5,4","2,4","0,8","0,0","21,2"
117. Cam Ranh,"0,0","0,0","0,3","1,3","4,8","3,9","3,5","3,8","5,2","2,1","1,0","0,0","25,9"
118. Trường Sa,"0,9","0,5","0,8","1,5","3,1","3,8","4,8","4,7","5,2","3,8","4,2","2,7","35,9"
119. Phan Thiết,"0,0","0,0","0,3","2,3","11,3","10,0","10,4","9,2","10,1","5,3","1,0","0,0","59,9"
120. Hàm Tân,"0,0","0,0","0,1","1,5","8,1","7,2","8,0","6,5","7,1","3,8","0,6","0,0","42,8"
121. Phú Quý,"0,0","0,0","0,3","1,0","6,1","5,7","4,5","3,3","4,5","4,1","1,4","0,2","31,3"
122. Đắk Tô,"0,1","0,9","1,8","4,7","5,0","2,5","1,7","2,1","1,9","1,6","0,3","0,0","22,7"
123. Kon Tum,"0,0","0,6","3,4","8,8","12,9","6,5","6,0","5,8","8,0","3,8","0,3","0,0","56,3"
124. Pleiku,"0,1","0,7","3,5","7,9","12,7","7,6","6,6","8,0","10,0","4,8","0,5","0,1","62,5"
125. An Khê,"0,0","0,2","1,7","6,0","11,4","6,8","6,6","6,7","7,8","4,2","0,2","0,0","51,7"
126. Ayun Pa,"0,1","0,9","4,1","11,7","18,9","11,1","11,3","10,9","16,7","10,9","1,3","0,0","97,9"
127. M’Đrắk,"0,1","0,1","1,0","4,0","8,2","5,2","4,9","2,8","4,0","2,6","0,1","0,0","32,8"
128. Buôn Ma Thuột,"0,1","0,7","3,0","8,0","14,6","10,6","10,1","8,8","11,3","5,9","0,6","0,1","74,0"
129. Buôn Hồ,"0,2","0,8","2,8","6,8","11,3","5,8","4,5","5,7","6,2","3,3","0,4","0,1","47,7"
130. Đắk Nông,"0,5","1,5","5,1","9,3","10,0","5,8","6,2","5,4","6,1","6,5","1,0","0,3","57,8"
131. Liên Khương,"0,1","1,0","3,6","10,8","15,1","8,7","8,0","6,0","10,4","6,6","0,9","0,1","71,3"
132. Bảo Lộc,"0,6","2,1","5,0","10,6","11,5","5,0","6,5","5,4","6,9","7,7","3,0","0,9","65,3"
133. Đồng Phú (Đồng Xoài),"0,7","1,0","3,4","10,6","14,7","13,7","13,8","11,0","14,9","12,8","5,2","1,5","103,3"
134. Phước Long,"0,8","1,5","5,1","13,3","17,1","12,6","13,0","11,5","14,3","11,5","5,1","1,4","107,2"
135. Tây Ninh,"0,9","0,7","2,7","9,0","15,3","13,2","12,9","11,6","15,6","14,1","7,2","1,1","104,2"
136. Vũng Tàu,"0,0","0,0","0,3","2,0","9,6","9,5","8,7","7,2","6,9","5,7","1,6","0,2","51,5"
137. Côn Đảo,"0,0","0,0","0,1","1,1","6,2","7,1","6,4","6,3","6,0","4,5","1,1","0,2","38,9"
138. Mộc Hoá,"1,3","0,9","3,0","10,0","18,9","14,3","15,2","11,8","15,7","18,6","10,4","2,9","122,9"
139. Mỹ Tho,"0,4","0,1","1,1","4,8","13,9","13,1","12,8","10,5","13,9","13,1","5,4","1,9","91,0"
140. Cao Lãnh,"0,6","0,7","1,8","6,5","12,8","10,3","9,3","8,5","11,1","13,7","9,0","2,6","86,9"
141. Ba Tri,"0,0","0,0","0,5","2,4","9,5","10,4","10,3","8,6","9,6","8,0","2,1","0,3","61,6"
142. Càng Long,"0,2","0,2","1,6","6,1","15,1","11,7","12,4","11,5","14,7","13,3","4,5","1,3","92,5"
143. Châu Đốc,"0,2","0,2","1,4","4,0","5,4","3,4","2,8","2,0","2,6","4,4","1,7","0,5","28,6"
144. Cần Thơ,"0,1","0,2","1,4","4,3","10,6","8,1","7,3","6,3","9,0","10,8","4,3","0,9","63,2"
145. Sóc Trăng,"0,0","0,2","1,0","3,6","11,3","9,3","8,5","6,7","7,8","6,3","2,7","0,3","57,6"
146. Rạch Giá,"0,7","0,8","2,5","9,5","15,8","10,9","9,7","9,9","10,0","12,6","7,7","2,3","92,4"
147. Phú Quốc,"0,3","0,3","2,0","6,2","8,1","5,7","3,8","4,0","3,8","5,2","2,5","0,4","42,3"
148. Bạc Liêu,"0,0","0,1","1,1","4,6","11,4","10,3","9,3","7,6","9,7","8,2","2,7","0,3","65,4"
149. Cà Mau,"0,2","0,4","3,1","9,2","14,7","12,8","10,6","10,0","10,4","11,9","5,8","1,0","90,1"
