Trạm,Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Năm
42. Phú Hộ,"12,2","13,2","15,9","14,6","15,0","15,4","16,4","17,0","12,5","10,4","8,0","7,5","158,0"
43. Việt Trì,"11,4","12,6","15,4","13,9","14,8","15,1","16,5","16,4","12,4","9,5","7,9","6,8","152,7"
44. Tam Đảo,"17,0","18,6","21,3","19,5","17,6","18,2","20,4","20,3","16,1","13,1","10,4","11,0","203,7"
45. Vĩnh Yên,"10,5","11,1","14,8","13,6","14,5","15,2","17,2","16,9","12,8","9,8","7,4","6,0","149,6"
46. Bảo Lạc,"4,9","4,5","5,2","8,3","13,1","16,6","18,1","17,1","10,6","9,0","6,4","4,0","117,8"
47. Nguyên Bình,"12,6","12,3","12,5","12,5","15,2","18,0","19,9","18,9","13,5","10,9","8,9","8,4","163,4"
48. Trùng Khánh,"11,7","12,5","14,5","14,7","16,2","18,7","20,2","18,6","12,3","9,8","8,5","7,7","165,2"
49. Cao Bằng,"8,5","8,5","9,8","11,3","14,8","17,0","18,3","18,0","12,2","9,4","7,3","6,3","141,4"
50. Bắc Sơn,"10,6","11,7","16,6","14,7","13,6","15,0","16,3","16,4","11,7","8,2","6,7","7,3","151,1"
51. Hữu Lũng,"7,3","8,6","13,0","12,2","13,1","14,5","16,3","17,0","12,4","8,2","5,6","4,6","132,4"
52. Đình Lập,"7,5","8,2","11,9","11,2","13,6","15,9","17,1","18,2","13,3","8,4","5,8","4,9","136,0"
53. Thất Khê,"10,9","10,5","13,2","12,5","12,3","14,7","15,1","15,3","10,7","8,0","7,2","7,2","139,4"
54. Lạng Sơn,"9,3","10,0","13,2","12,5","13,5","15,6","16,6","17,2","12,4","8,6","6,5","5,9","141,3"
55. Lục Ngạn,"7,6","8,7","11,5","10,9","13,4","15,1","16,3","17,7","13,3","9,1","6,4","4,5","134,4"
56. Sơn Động,"7,5","8,2","10,6","10,4","12,7","16,4","17,0","18,9","13,7","8,9","6,5","5,3","136,3"
57. Bắc Giang,"8,4","10,4","15,2","13,5","13,8","15,3","15,6","16,8","12,1","9,1","6,4","5,0","141,5"
58. Hiệp Hòa,"8,1","9,6","14,2","13,1","13,6","14,7","15,5","15,7","11,7","8,9","6,3","5,1","137,9"
59. Uông Bí,"7,0","9,2","13,6","11,6","13,0","15,8","16,8","18,8","14,2","8,7","5,3","4,4","138,8"
60. Cô Tô,"8,1","9,9","11,6","10,2","10,3","12,0","13,1","16,6","13,9","9,1","6,6","5,8","127,7"
61. Bãi Cháy,"7,6","10,4","14,3","11,4","12,0","15,5","16,5","18,7","14,1","9,2","5,8","5,2","140,5"
62. Cửa Ông,"8,4","11,4","14,8","11,8","12,0","15,3","16,7","18,6","13,7","8,9","6,0","5,8","143,3"
63. Tiên Yên,"9,3","12,7","16,5","14,5","14,8","18,0","19,1","18,7","13,3","9,2","7,1","6,9","159,9"
64. Móng Cái,"9,7","12,2","14,7","13,2","14,1","17,9","20,2","18,4","13,0","9,6","6,9","6,9","157,3"
65. Quảng Hà,"11,0","13,9","15,9","13,3","15,1","18,6","20,8","17,7","12,6","8,6","7,1","7,1","161,8"
66. Phù Liễn,"8,4","12,8","17,1","12,9","12,6","14,1","14,2","17,5","13,8","9,7","6,4","5,5","145,2"
67. Hòn Dấu,"6,3","9,7","12,8","9,8","9,7","11,7","11,6","15,7","13,3","8,7","5,2","4,2","118,8"
68. Bạch Long Vĩ,"7,3","8,7","8,7","7,3","7,2","8,2","7,6","12,3","12,6","8,7","6,2","5,6","100,6"
69. Ba Vì,"11,0","12,0","15,5","14,6","16,5","16,5","17,4","17,0","13,2","10,6","7,1","5,9","157,6"
70. Hà Đông,"9,6","11,7","15,2","13,6","14,5","14,4","15,6","16,3","13,7","10,8","7,6","6,2","149,8"
71. Sơn Tây,"9,7","11,1","14,6","13,5","15,5","15,6","16,9","16,5","13,1","9,7","6,9","6,0","149,1"
72. Hà Nội,"9,5","11,4","15,9","13,7","14,6","14,8","16,6","16,5","13,2","9,7","6,8","5,2","147,9"
73. Chí Linh,"6,4","9,5","13,8","12,7","13,5","14,7","15,5","16,7","12,3","8,9","5,4","3,8","133,2"
74. Hải Dương,"8,1","11,4","15,7","12,9","13,3","14,5","14,3","16,4","13,0","9,6","6,4","5,2","140,7"
75. Hưng Yên,"9,1","12,4","16,6","13,2","13,1","13,8","13,8","15,7","13,6","10,7","7,2","5,6","145,0"
76. Nam Định,"9,8","12,8","16,8","13,1","12,7","12,9","13,1","16,1","14,5","11,5","7,0","6,4","146,3"
77. Văn Lý,"9,2","12,8","15,4","10,9","10,5","11,3","10,7","15,2","15,6","12,9","8,1","6,5","138,6"
78. Thái Bình,"9,4","13,1","16,5","12,6","12,4","12,6","12,7","15,8","15,1","11,8","7,7","6,3","146,1"
79. Hà Nam,"10,5","13,6","17,8","14,5","14,9","14,9","15,5","16,8","14,8","12,0","7,9","6,6","159,4"
80. Ninh Bình,"9,0","12,8","16,4","12,4","12,6","13,3","13,6","16,1","14,9","11,9","7,8","6,3","147,1"
81. Nho Quan,"10,1","12,3","15,8","13,9","15,1","15,6","15,8","18,1","14,8","11,7","7,8","6,1","157,1"
82. Yên Định,"7,6","9,8","12,8","11,8","14,3","13,7","13,8","16,8","14,5","11,4","7,1","4,9","138,6"
83. Bái Thượng,"10,9","11,8","14,9","14,5","17,3","16,0","15,9","18,0","14,5","11,7","8,4","6,8","161,5"
84. Như Xuân,"9,9","11,2","13,0","11,6","13,1","12,2","12,0","15,6","14,6","12,1","7,9","6,6","139,9"
85. Tĩnh Gia,"10,7","12,3","14,6","11,3","10,6","9,3","10,4","14,6","14,7","13,3","8,8","6,7","138,3"
86. Thanh Hoá,"9,6","11,7","14,5","11,2","12,2","12,0","12,0","15,3","15,1","12,4","7,6","6,2","139,9"
87. Hồi Xuân,"7,7","8,9","11,5","14,2","17,6","18,6","19,4","19,2","15,4","11,4","7,5","5,4","156,6"
88. Quỳ Châu,"8,4","8,2","9,7","12,1","16,8","15,6","16,1","19,8","15,6","12,6","8,5","6,4","150,5"
89. Quỳ Hợp,"9,7","10,0","11,7","11,4","14,9","11,8","13,0","17,2","14,9","12,9","7,7","6,0","140,8"
90. Tây Hiếu,"9,1","10,6","12,0","10,2","12,9","11,8","12,0","15,9","15,3","12,7","8,4","6,3","135,7"
91. Quỳnh Lưu,"8,8","10,2","11,3","9,9","10,9","9,2","9,1","13,5","14,9","13,8","9,0","6,7","127,4"
92. Con Cuông,"12,4","12,1","13,1","12,7","14,1","11,8","12,2","15,9","15,9","14,5","10,9","8,9","154,5"
93. Đô Lương,"11,7","12,4","13,3","12,2","13,4","10,4","10,7","15,0","15,7","15,0","10,8","9,1","149,5"
94. Tương Dương,"4,6","4,2","6,8","11,6","15,3","14,6","15,2","19,2","16,0","12,8","8,1","4,8","133,2"
95. Vinh,"13,3","13,9","14,6","11,0","10,7","8,2","7,8","12,3","14,9","16,3","13,1","11,3","147,6"
96. Hương Khê,"13,8","14,7","16,4","13,1","14,4","11,5","11,6","15,6","17,1","19,0","14,5","12,3","173,9"
97. Kỳ Anh,"15,7","14,2","13,3","10,0","10,5","7,3","7,1","11,0","15,7","18,9","17,8","16,2","157,7"
98. Hà Tĩnh,"15,0","14,9","15,0","11,2","11,0","8,5","7,8","11,6","14,8","18,0","15,6","13,9","157,5"
99. Tuyên Hoá,"14,6","13,1","12,8","10,9","12,1","9,5","9,9","14,5","17,4","19,8","17,2","14,8","166,5"
100. Ba Đồn,"11,1","10,8","10,8","8,1","9,7","7,0","7,3","10,6","15,2","18,2","15,9","12,8","138,9"
101. Đồng Hới,"11,8","11,2","11,3","9,2","10,1","7,3","7,2","11,0","15,8","19,3","17,4","14,2","145,2"
102. Cồn Cỏ,"15,8","13,3","11,5","8,3","7,8","4,7","4,7","8,2","14,9","19,2","17,8","18,4","144,7"
103. Đông Hà,"14,0","11,4","11,3","10,0","10,8","7,8","8,1","11,0","15,9","20,4","20,0","18,0","158,5"
104. Khe Sanh,"10,0","7,4","8,3","10,5","16,3","16,9","18,6","22,2","20,6","21,0","19,0","15,9","187,0"
105. A Lưới,"16,6","13,4","14,5","16,5","20,1","14,4","14,9","17,4","20,5","23,2","22,5","21,9","216,3"
106. Nam Đông,"15,9","11,8","11,0","12,2","17,7","15,3","15,3","16,0","19,7","22,3","21,8","21,0","199,9"
107. Huế,"15,5","11,6","10,2","9,2","11,7","9,3","8,5","10,7","16,3","20,8","20,9","20,2","165,1"
108. Đà Nẵng,"12,0","5,6","4,8","5,4","9,2","8,1","9,4","11,6","14,6","20,0","20,3","18,7","139,1"
109. Tam Kỳ,"15,5","7,8","6,1","5,8","9,4","8,0","8,2","10,7","15,2","20,7","21,6","21,4","150,4"
110. Trà My,"15,5","9,4","8,4","10,5","18,1","15,4","15,4","15,6","19,6","22,0","22,4","22,1","194,3"
111. Ba Tơ,"17,4","10,4","8,2","9,0","15,4","14,0","13,8","15,2","19,2","21,7","22,9","22,7","189,3"
112. Quảng Ngãi,"15,3","8,3","5,8","5,4","9,0","8,5","9,7","12,4","16,2","20,9","21,9","21,3","154,6"
113. Lý Sơn,"14,4","8,5","7,1","4,8","6,4","4,4","5,3","8,2","14,8","19,6","19,7","19,4","133,0"
114. Hoài Nhơn,"13,2","6,8","4,4","4,6","9,8","9,9","9,4","12,1","16,9","20,7","21,3","18,9","147,9"
115. Quy Nhơn,"13,6","6,6","5,4","4,7","8,6","7,8","7,2","9,5","15,7","21,4","21,9","19,1","141,4"
116. Sơn Hoà,"11,2","4,8","4,6","5,9","13,5","12,6","12,6","14,2","18,5","20,5","20,6","17,1","156,6"
117. Tuy Hoà,"12,5","6,2","5,0","5,0","9,0","7,0","7,1","9,4","15,3","20,8","21,5","19,0","137,5"
118. Nha Trang,"8,6","4,3","4,1","5,0","9,2","8,3","8,4","9,8","14,4","17,6","18,0","14,4","122,2"
119. Cam Ranh,"5,6","2,6","3,1","4,0","8,9","8,5","8,6","9,1","13,5","15,8","14,8","11,6","105,9"
120. Trường Sa,"16,6","10,0","7,7","7,9","13,6","17,6","18,7","18,4","18,3","20,1","22,4","23,2","196,1"
121. Phan Thiết,"0,8","0,4","0,8","3,3","13,2","15,6","17,6","18,6","17,3","13,8","6,5","3,1","111,4"
122. Hàm Tân,"0,8","0,4","0,9","3,6","15,5","20,3","22,0","22,1","20,5","15,2","6,5","3,2","130,8"
123. Phú Quý,"3,4","1,6","2,4","4,8","13,4","15,8","15,7","15,7","16,4","16,6","12,6","8,5","127,1"
124. Đắk Tô,"0,7","1,6","5,3","10,5","18,2","22,5","23,6","26,8","22,8","15,7","6,6","2,0","156,2"
125. Kon Tum,"0,5","1,1","4,7","9,4","18,2","21,2","24,2","25,6","22,3","13,8","6,1","1,5","148,3"
126. Pleiku,"0,6","0,8","3,1","8,1","17,7","23,0","26,6","27,4","24,8","15,9","7,2","2,3","157,5"
127. An Khê,"8,8","3,7","4,2","6,9","13,0","12,2","13,6","15,9","18,0","18,7","17,8","14,4","147,2"
128. Ayun Pa,"1,7","1,5","2,4","6,8","15,4","15,3","17,3","20,4","20,4","17,9","13,3","6,7","139,2"
129. M’Đrắk,"12,9","7,1","5,9","8,2","16,9","15,2","16,0","18,1","21,6","22,1","21,3","20,4","185,7"
130. Buôn Ma Thuột,"1,6","0,8","3,4","7,8","18,5","21,2","23,4","24,2","23,2","15,7","10,6","5,8","156,1"
131. Buôn Hồ,"3,9","2,0","4,0","8,2","18,2","20,4","22,4","24,8","23,9","18,5","13,7","10,1","169,8"
132. Đắk Nông,"2,8","4,3","10,2","14,8","22,2","24,6","26,8","28,0","26,8","21,1","9,7","3,9","196,3"
133. Liên Khương,"1,0","1,2","4,2","10,5","17,7","19,6","21,5","22,0","22,8","18,5","9,0","3,9","153,4"
134. Đà Lạt,"2,2","2,5","5,8","12,8","20,5","21,2","23,8","23,1","24,1","20,0","11,5","5,9","176,8"
135. Bảo Lộc,"5,9","5,4","9,3","14,9","20,1","22,2","25,5","26,3","25,5","23,8","15,6","7,9","202,3"
136. Đồng Phú (Đồng Xoài),"1,8","1,9","4,6","10,6","18,6","21,8","23,8","23,8","24,8","22,5","12,7","4,9","171,8"
137. Phước Long,"2,0","2,1","5,2","11,5","19,2","22,4","24,3","25,5","25,2","21,0","11,1","4,0","173,4"
138. Tây Ninh,"1,7","1,7","3,1","7,8","15,6","19,7","20,9","20,8","22,5","21,6","11,9","4,2","151,3"
139. Vũng Tàu,"1,0","0,4","1,0","3,7","14,3","18,7","19,9","18,7","18,4","16,9","6,8","3,5","120,8"
140. Côn Đảo,"2,2","0,7","1,7","4,8","14,9","18,6","18,8","19,6","19,7","19,6","12,3","5,5","138,4"
141. Mộc Hoá,"2,5","1,1","2,4","6,8","15,4","17,2","19,7","18,6","20,1","21,1","13,1","6,0","144,2"
142. Mỹ Tho,"1,6","0,6","1,3","4,4","14,9","18,7","20,0","20,2","20,3","19,6","10,5","5,8","137,5"
143. Cao Lãnh,"2,0","0,9","1,9","4,9","14,4","16,6","18,2","18,1","19,4","20,6","12,5","5,6","136,0"
144. Ba Tri,"1,3","0,5","0,8","3,7","15,5","20,1","20,0","20,0","21,2","19,6","9,5","4,8","137,6"
145. Càng Long,"1,3","0,7","1,3","4,7","17,2","19,5","21,5","21,4","22,1","20,2","10,4","5,6","145,8"
146. Châu Đốc,"2,1","1,0","2,8","7,9","15,4","16,9","18,8","18,7","19,5","20,7","13,5","5,1","142,3"
147. Cần Thơ,"2,0","0,8","1,8","5,6","16,4","19,9","21,5","21,6","22,1","21,8","13,6","6,5","153,3"
148. Sóc Trăng,"1,7","0,7","1,5","5,2","18,4","21,7","22,5","22,9","23,4","21,6","11,9","5,6","156,9"
149. Rạch Giá,"2,2","1,5","3,4","7,5","16,8","19,5","20,3","21,2","20,0","21,1","15,8","6,1","155,6"
150. Phú Quốc,"4,6","3,7","6,6","11,7","19,0","21,0","22,5","23,6","22,8","21,5","13,8","6,2","177,1"
151. Bạc Liêu,"2,0","0,9","1,6","4,9","16,1","20,7","22,2","21,8","23,2","22,1","13,8","6,5","155,7"
152. Cà Mau,"3,8","1,6","2,9","6,9","17,8","20,8","22,2","22,2","22,2","22,5","16,2","8,6","165,9"
