Trạm,Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Năm
20. Lạc Sơn,"8,3","8,9","9,0","8,4","7,5","7,9","7,6","7,8","7,0","6,8","6,8","7,0","7,8"
21. Hoà Bình,-,-,-,-,-,-,-,-,-,-,-,-,-
22. Hoàng Su Phì,"8,0","8,0","7,5","7,1","7,3","8,2","8,1","7,7","7,1","7,3","7,1","7,1","7,5"
23. Bắc Mê,"8,7","8,7","8,4","7,9","7,7","8,3","8,1","7,7","7,1","7,4","7,3","7,5","7,9"
24. Bắc Quang,"8,8","9,0","8,8","8,5","8,0","8,4","8,3","7,9","6,9","7,4","7,5","7,8","8,1"
25. Hà Giang,"8,7","8,9","8,8","8,4","8,0","8,4","8,3","7,8","7,1","7,4","7,4","7,6","8,1"
26. Phố Ràng,"8,7","8,9","8,7","8,2","7,8","8,1","8,0","7,8","7,4","7,5","7,3","7,5","7,9"
27. Bắc Hà,"8,0","8,1","7,6","7,2","7,4","8,1","8,1","7,5","7,0","7,4","7,2","7,2","7,6"
28. Sa Pa,"7,5","7,7","7,1","7,3","8,1","8,8","8,7","8,4","7,8","7,8","7,1","6,3","7,7"
29. Mù Căng Chải,"5,4","5,4","4,7","5,5","7,1","8,6","8,3","7,9","6,6","5,9","5,4","5,0","6,3"
30. Văn Chấn,"8,3","8,5","8,4","8,0","7,7","8,0","8,0","7,8","7,5","7,6","7,4","7,4","7,9"
31. Lục Yên,"8,7","8,9","9,0","8,7","7,8","8,1","8,0","7,7","7,0","7,3","7,2","7,5","8,0"
32. Yên Bái,"8,8","9,3","9,3","9,1","8,3","8,4","8,4","7,9","7,0","7,2","7,2","7,5","8,2"
33. Hàm Yên,"8,8","9,1","9,3","9,0","8,3","8,5","8,3","8,2","7,3","7,5","7,4","7,8","8,3"
34. Tuyên Quang,"8,6","9,1","9,2","8,9","7,9","8,3","8,2","8,0","7,0","6,9","7,0","7,3","8,0"
35. Chiêm Hóa,"8,9","9,0","9,1","8,7","7,9","8,1","8,0","7,9","7,2","7,5","7,5","7,8","8,1"
36. Chợ Rã,"8,5","8,7","8,6","8,3","7,7","8,2","8,1","7,9","7,4","7,5","7,6","7,6","8,0"
37. Ngân Sơn,"8,2","8,7","8,6","8,3","7,8","7,9","7,6","7,1","6,2","6,5","6,7","6,7","7,5"
38. Bắc Kạn,"8,6","9,0","9,0","8,7","7,8","8,0","7,9","7,8","7,0","7,0","7,2","7,4","7,9"
39. Định Hoá,"8,6","9,1","9,2","9,0","7,9","8,2","8,0","7,7","6,7","6,8","6,9","7,2","7,9"
40. Thái Nguyên,"8,4","9,1","9,3","9,0","7,9","8,1","7,9","7,7","6,5","6,5","6,5","6,8","7,8"
41. Minh Đài,"8,6","9,0","9,1","8,8","8,0","8,0","7,9","7,8","6,8","6,9","6,9","7,1","7,9"
42. Phú Hộ,"8,7","9,2","9,3","9,0","8,0","8,2","8,1","8,0","6,9","6,9","6,9","7,2","8,0"
43. Việt Trì,"8,5","9,2","9,3","9,0","7,8","8,2","8,0","7,8","6,8","6,6","6,7","7,0","7,9"
44. Tam Đảo,"8,4","9,1","8,9","8,6","8,1","8,4","8,4","8,2","7,2","7,0","7,0","7,1","8,0"
45. Vĩnh Yên,"8,3","9,1","9,2","8,8","7,6","7,9","7,6","7,5","6,5","6,3","6,4","6,8","7,7"
46. Bảo Lạc,"8,3","8,3","8,0","7,5","7,4","7,9","7,7","7,5","7,0","7,5","7,4","7,3","7,7"
47. Nguyên Bình,"7,7","8,1","7,9","7,7","7,5","8,0","7,7","7,3","6,4","6,6","6,6","6,4","7,4"
48. Trùng Khánh,"8,2","8,6","8,7","8,4","7,9","8,1","7,8","7,2","6,1","6,6","6,6","6,7","7,6"
49. Cao Bằng,"8,2","8,6","8,5","8,3","8,0","8,4","8,2","7,9","7,1","7,3","7,1","7,1","7,9"
50. Bắc Sơn,"8,1","8,9","8,9","8,4","7,4","7,3","7,1","6,9","6,0","6,2","6,4","6,6","7,4"
51. Hữu Lũng,"8,2","8,9","8,9","8,4","7,3","7,6","7,3","7,2","6,0","6,0","6,2","6,4","7,4"
52. Đình Lập,"7,9","8,7","8,8","8,2","7,3","7,7","7,4","7,6","6,5","6,2","6,3","6,5","7,4"
53. Thất Khê,"8,1","8,7","8,8","8,2","7,4","7,7","7,5","7,3","6,3","6,5","6,7","6,8","7,5"
54. Lạng Sơn,"7,9","8,6","8,7","8,4","7,5","8,0","7,7","7,5","6,5","6,3","6,3","6,6","7,5"
55. Lục Ngạn,"7,9","8,7","8,6","8,1","7,4","7,9","7,7","7,7","6,6","6,0","6,1","6,4","7,4"
56. Sơn Động,"7,8","8,6","8,6","8,0","7,0","7,4","7,1","7,4","6,6","6,3","6,5","6,6","7,3"
57. Bắc Giang,"8,0","8,9","9,0","8,6","7,5","8,0","7,7","7,3","6,0","5,7","5,9","6,3","7,4"
58. Hiệp Hòa,"8,2","9,0","9,1","8,7","7,3","7,5","7,2","6,9","5,5","5,8","5,8","6,2","7,2"
59. Uông Bí,"8,0","9,0","9,1","8,6","7,7","8,1","7,9","7,9","6,4","5,9","5,8","6,5","7,6"
60. Cô Tô,"7,8","8,8","8,6","8,0","7,0","7,6","7,3","7,3","6,1","5,6","5,8","6,3","7,2"
61. Bãi Cháy,"7,9","9,0","9,1","8,7","7,8","8,4","8,2","8,2","6,9","6,1","6,0","6,6","7,7"
62. Cửa Ông,"8,0","9,0","9,0","8,5","7,3","7,8","7,4","7,4","6,0","5,5","5,9","6,4","7,3"
63. Tiên Yên,"8,1","8,9","9,1","8,7","7,7","8,0","7,7","7,6","6,4","6,0","6,1","6,6","7,6"
64. Móng Cái,"7,9","8,8","8,8","8,3","7,4","8,1","7,7","7,5","6,1","5,7","5,8","6,3","7,4"
65. Phù Liễn,"8,0","9,1","9,2","8,9","7,9","8,4","8,2","8,2","7,0","6,3","6,3","6,5","7,8"
66. Hòn Dấu,"7,6","8,7","9,0","8,3","7,0","7,5","7,3","7,4","6,1","5,4","5,6","6,1","7,2"
67. Bạch Long Vĩ,"7,2","8,0","7,7","6,9","6,4","7,4","7,3","7,6","6,5","5,6","5,8","6,3","6,9"
68. Ba Vì,"8,4","9,0","9,1","8,8","7,8","8,0","7,8","7,7","6,5","6,4","6,3","6,6","7,7"
69. Hà Đông,"8,6","9,1","9,2","8,8","8,1","8,5","8,2","8,3","7,3","7,1","6,6","7,0","8,1"
70. Sơn Tây,"8,2","8,9","9,1","8,6","7,6","8,1","7,8","7,7","6,6","6,3","6,3","6,6","7,7"
71. Hà Nội,"8,2","9,1","9,2","8,7","7,7","8,2","8,0","7,9","6,8","6,4","6,5","6,7","7,8"
72. Chí Linh,"8,3","9,1","9,3","8,9","7,8","8,0","7,7","7,6","6,5","6,3","6,3","6,4","7,7"
73. Hải Dương,"8,0","9,1","9,2","8,7","7,5","7,9","7,6","7,7","6,5","6,1","6,2","6,5","7,6"
74. Hưng Yên,"8,2","9,1","9,2","8,5","7,3","7,6","7,2","7,4","6,4","6,3","6,4","6,8","7,5"
75. Nam Định,"7,9","9,0","9,1","8,0","5,9","5,2","4,4","4,8","4,7","5,2","5,7","6,3","6,3"
76. Văn Lý,"8,0","9,0","9,0","8,3","7,5","8,2","8,0","8,1","6,9","6,4","6,3","6,5","7,7"
77. Thái Bình,"8,3","9,3","9,2","8,6","7,3","7,7","7,4","7,7","6,5","6,2","6,3","6,9","7,6"
78. Hà Nam,"8,2","9,0","9,2","8,6","7,6","8,0","7,6","7,7","6,5","6,2","6,4","6,7","7,6"
79. Ninh Bình,"8,1","9,1","9,1","8,6","7,6","7,9","7,6","7,7","6,6","6,2","6,4","6,8","7,6"
80. Nho Quan,"8,1","8,9","8,9","8,3","7,4","8,0","7,6","7,6","6,6","6,2","6,4","6,6","7,5"
81. Yên Định,"8,2","9,0","9,0","8,2","7,6","7,9","7,7","7,8","6,9","6,6","6,6","6,9","7,7"
82. Bái Thượng,"8,3","9,0","9,0","8,4","7,8","8,2","7,8","7,9","7,0","6,9","7,0","7,0","7,9"
83. Như Xuân,"8,2","8,9","8,7","7,9","7,2","7,8","7,3","7,5","6,5","6,4","6,6","6,9","7,5"
84. Tĩnh Gia,"7,9","8,7","8,6","7,5","6,6","7,1","6,7","7,2","6,1","6,0","6,3","6,6","7,1"
85. Thanh Hoá,"8,0","8,9","9,0","8,1","7,4","8,0","7,5","7,9","7,1","6,5","6,5","6,7","7,6"
86. Hồi Xuân,"8,4","8,8","8,6","8,1","7,8","8,2","8,1","8,2","7,6","7,3","7,3","7,4","8,0"
87. Quỳ Châu,"8,4","8,8","8,4","7,9","7,9","8,4","8,1","8,3","7,7","7,6","7,7","7,7","8,1"
88. Quỳ Hợp,"8,6","9,0","9,1","8,5","8,3","8,4","8,3","8,5","7,9","7,7","7,5","7,5","8,3"
89. Tây Hiếu,"8,2","8,8","8,5","7,8","7,7","8,4","8,0","8,2","7,3","7,0","7,1","7,3","7,8"
90. Quỳnh Lưu,"8,1","8,9","8,7","7,7","7,4","8,2","7,9","8,1","7,2","6,8","6,9","7,1","7,8"
91. Con Cuông,"8,3","8,7","8,4","7,6","7,4","8,2","7,8","8,1","7,6","7,4","7,5","7,5","7,9"
92. Đô Lương,"8,5","9,1","8,9","8,1","7,7","8,0","7,7","8,1","7,6","7,6","7,6","7,9","8,1"
93. Tương Dương,"8,0","8,3","7,7","7,2","7,6","8,1","7,8","8,3","7,8","7,8","7,7","7,6","7,8"
94. Vinh,"8,5","9,2","9,0","8,2","8,0","8,5","8,2","8,6","7,8","7,6","7,7","7,9","8,3"
95. Hương Khê,"9,0","9,3","9,0","8,6","8,5","8,6","8,4","9,0","8,7","8,7","8,9","8,9","8,8"
96. Kỳ Anh,"7,6","8,3","7,7","6,4","6,2","7,0","6,7","7,3","6,9","7,0","7,6","7,8","7,2"
97. Hà Tĩnh,"8,0","8,8","8,4","7,2","6,9","7,7","7,3","7,7","7,1","7,0","7,4","7,7","7,6"
98. Tuyên Hoá,"8,6","8,7","8,1","7,3","7,3","7,8","7,5","7,9","7,9","7,9","8,3","8,4","8,0"
99. Ba Đồn,"8,1","8,6","8,2","7,5","7,3","7,9","7,4","7,8","7,5","7,5","7,9","8,1","7,9"
100. Đồng Hới,"8,1","8,5","8,0","7,5","7,8","8,4","8,0","8,5","8,1","7,8","8,0","8,1","8,1"
101. Cồn Cỏ,"7,4","7,7","7,5","7,3","7,1","7,8","7,4","7,8","7,6","7,4","7,8","7,9","7,6"
102. Đông Hà,"8,0","8,4","7,7","7,5","7,6","8,3","7,7","8,3","8,1","8,0","8,3","8,6","8,0"
103. Khe Sanh,"7,9","7,6","6,9","7,3","7,8","8,2","8,0","8,5","8,2","8,0","8,4","8,3","7,9"
104. A Lưới,"8,5","8,2","7,6","7,7","8,1","8,0","7,7","8,3","8,6","8,8","9,1","9,1","8,3"
105. Nam Đông,"7,3","7,0","6,2","6,3","6,6","6,8","6,4","7,2","7,1","7,6","8,3","8,4","7,1"
106. Huế,"7,7","7,8","7,1","7,4","7,4","7,8","7,4","8,1","8,0","7,9","8,4","8,4","7,8"
107. Đà Nẵng,"7,4","7,2","7,0","7,0","6,9","7,3","7,0","7,5","7,5","7,6","7,8","7,8","7,4"
108. Tam Kỳ,"7,7","7,0","6,2","6,4","6,5","6,8","6,6","7,1","7,6","7,7","8,3","8,5","7,2"
109. Trà My,"8,3","7,7","6,7","6,6","6,8","7,3","6,9","7,6","7,8","8,3","8,8","9,1","7,7"
110. Ba Tơ,"7,7","6,4","5,6","5,3","5,4","5,4","5,6","5,8","6,7","7,4","8,2","8,6","6,5"
111. Quảng Ngãi,"6,6","5,8","5,2","5,0","5,2","5,6","5,6","6,2","6,7","6,9","7,3","7,4","6,1"
112. Lý Sơn,"6,6","6,3","6,5","7,0","7,0","7,3","7,1","7,3","7,7","7,5","7,4","7,8","7,1"
113. Hoài Nhơn,"6,6","5,6","4,7","5,0","5,6","6,1","5,8","6,5","6,8","7,1","7,5","7,8","6,2"
114. Quy Nhơn,"6,5","5,5","4,7","4,5","5,0","5,5","5,6","6,0","6,5","6,8","7,3","7,3","5,9"
115. Sơn Hoà,"7,5","6,8","5,8","6,1","6,8","7,1","7,2","7,6","8,1","8,2","8,4","8,3","7,3"
116. Tuy Hoà,"6,3","5,2","4,2","4,1","4,8","5,5","5,6","6,0","6,3","6,7","7,2","7,1","5,8"
117. Nha Trang,"6,6","5,9","5,3","5,6","6,2","6,5","6,4","6,9","7,2","7,3","7,6","7,4","6,6"
118. Cam Ranh,"5,5","4,7","4,3","5,1","5,6","6,1","6,0","6,2","6,7","7,0","7,0","6,7","5,9"
119. Trường Sa,"7,9","7,2","6,1","6,2","6,8","8,2","8,0","8,1","8,2","8,1","8,4","8,5","7,6"
120. Phan Thiết,"4,7","4,1","3,9","4,9","6,3","6,8","6,8","6,9","6,9","6,6","6,0","5,5","5,8"
121. Hàm Tân,"5,0","4,5","4,5","5,4","6,8","7,7","7,5","7,7","7,6","7,3","6,7","6,0","6,4"
122. Phú Quý,"5,6","4,9","4,7","5,1","6,4","7,4","7,3","7,3","7,3","7,1","7,2","6,6","6,4"
123. Đắk Tô,"3,4","3,3","4,4","5,7","7,4","8,1","8,4","8,8","8,3","6,9","5,3","4,0","6,1"
124. Kon Tum,"3,9","3,5","4,3","5,8","7,2","7,8","8,2","8,4","8,2","6,6","5,5","4,3","6,1"
125. Pleiku,"4,1","3,6","3,9","5,5","7,1","7,7","8,0","8,2","7,8","6,6","5,6","4,7","6,0"
126. An Khê,"6,6","6,0","5,7","6,1","6,6","6,7","7,0","7,2","7,6","7,6","7,5","7,4","6,8"
127. Ayun Pa,"5,6","5,0","4,5","5,5","7,0","7,6","7,6","8,0","8,0","7,5","7,1","6,8","6,7"
128. M’Đrắk,"7,2","6,3","5,4","5,5","6,3","6,9","6,8","7,2","7,4","7,9","8,5","8,5","7,0"
129. Buôn Ma Thuột,"4,8","4,0","4,0","5,2","6,5","7,1","7,1","7,4","7,5","6,8","6,4","5,7","6,0"
130. Buôn Hồ,"6,3","5,7","5,6","6,0","6,7","7,0","7,0","7,6","7,5","7,2","7,1","7,1","6,7"
131. Đắk Nông,"5,0","4,5","4,9","6,4","7,9","8,4","8,8","8,9","8,9","7,7","6,4","5,6","7,0"
132. Liên Khương,"5,4","5,4","5,7","6,3","7,0","7,8","7,9","8,1","8,2","7,6","6,6","5,9","6,8"
133. Bảo Lộc,"4,8","4,5","4,9","5,9","7,0","7,6","7,7","7,9","7,8","7,1","6,2","5,4","6,4"
134. Đồng Phú (Đồng Xoài),"4,9","4,7","5,1","6,1","7,3","7,9","8,2","8,3","8,4","7,8","6,5","5,5","6,7"
135. Phước Long,"4,0","4,0","4,8","5,9","7,0","7,8","7,9","8,2","8,1","7,1","5,7","4,3","6,2"
136. Tây Ninh,"7,8","8,2","8,2","8,5","8,9","9,2","9,4","9,4","9,3","9,2","8,5","7,9","8,7"
137. Vũng Tàu,"5,5","5,1","5,0","5,8","7,3","8,1","8,1","8,1","8,1","7,8","7,1","6,4","6,9"
138. Côn Đảo,"7,1","6,8","6,5","6,2","7,1","7,6","7,6","7,8","7,8","7,7","7,7","7,5","7,3"
139. Mộc Hoá,"8,6","8,6","8,5","8,8","8,9","9,1","9,0","9,1","9,1","9,1","8,9","8,6","8,9"
140. Mỹ Tho,"4,7","4,4","4,2","4,7","6,5","7,5","7,3","7,2","7,2","6,9","6,1","5,5","6,0"
141. Cao Lãnh,"6,9","7,0","7,2","7,6","8,6","9,1","9,1","9,1","9,2","8,9","8,2","7,3","8,2"
142. Ba Tri,"5,6","5,6","5,4","6,0","7,5","8,0","7,8","7,9","7,9","7,8","7,2","6,5","6,9"
143. Càng Long,"6,4","5,9","5,9","6,4","7,7","8,4","8,4","8,5","8,5","8,3","7,7","7,1","7,4"
144. Châu Đốc,"3,9","3,6","3,9","5,2","6,3","7,2","7,1","7,5","7,4","7,1","6,0","4,8","5,8"
145. Cần Thơ,"5,4","5,1","4,8","5,5","7,1","8,1","7,9","8,1","8,1","7,8","7,0","6,2","6,7"
146. Sóc Trăng,"4,4","4,1","3,8","4,4","6,1","6,7","6,7","6,9","6,7","6,5","5,7","5,2","5,6"
147. Rạch Giá,"4,9","4,9","4,8","5,5","6,7","7,3","7,2","7,4","7,4","7,0","6,3","5,6","6,3"
148. Phú Quốc,"5,2","5,3","5,4","5,9","7,0","7,6","7,5","7,9","7,6","7,2","6,4","5,5","6,5"
149. Bạc Liêu,"7,0","6,7","6,5","7,0","8,3","8,9","8,7","8,7","8,4","8,6","8,1","7,8","7,9"
150. Cà Mau,"6,7","6,6","6,5","6,9","7,7","8,1","8,0","8,1","8,0","7,9","7,6","7,2","7,5"
