Trạm,Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Năm
22. Hoàng Su Phì,"21,4","19,2","47,7","93,6","186,2","276,4","356,3","322,5","163,7","103,3","50,6","22,0","1668,8"
23. Bắc Mê,"29,3","26,0","49,4","89,9","230,4","308,6","339,4","261,8","143,9","88,4","50,5","25,1","1642,4"
24. Bắc Quang,"71,4","67,5","91,5","237,9","740,9","957,3","932,1","622,7","425,6","353,4","161,7","78,6","4740,6"
25. Hà Giang,"40,1","38,8","64,6","106,2","294,6","430,2","545,3","414,7","240,9","153,6","84,1","42,2","2455,4"
26. Phố Ràng,"30,6","38,4","61,9","130,2","191,4","199,0","250,2","330,7","201,3","107,4","47,7","21,5","1625,6"
27. Bắc Hà,"26,5","29,7","57,5","122,2","186,9","235,1","279,8","343,7","213,0","117,4","62,3","24,8","1702,8"
28. Sa Pa,"70,2","73,5","104,5","213,3","340,6","381,4","461,0","451,9","303,1","201,3","106,3","65,7","2779,6"
29. Mù Căng Chải,"28,5","32,1","63,4","129,5","215,1","344,0","383,7","313,5","132,3","64,0","35,4","24,2","1760,1"
30. Văn Chấn,"20,4","19,7","43,1","91,3","151,3","212,6","229,6","306,0","232,8","138,9","40,2","18,7","1509,0"
31. Lục Yên,"35,4","37,9","70,9","133,3","208,8","277,2","337,8","407,1","261,3","136,8","60,6","30,3","1999,2"
32. Yên Bái,"36,3","40,8","72,6","123,1","222,9","262,4","309,0","364,2","272,9","163,6","62,8","29,9","1960,6"
33. Hàm Yên,"32,6","35,2","57,8","123,6","233,1","286,4","339,9","321,5","195,4","117,1","49,2","28,0","1819,8"
34. Tuyên Quang,"27,3","27,7","52,5","115,9","221,9","259,7","291,5","298,6","177,4","119,2","53,1","20,3","1662,9"
35. Chiêm Hóa,"29,8","30,4","54,1","122,0","232,4","280,8","293,0","290,7","160,7","99,1","49,5","25,2","1667,6"
36. Chợ Rã,"25,1","20,9","44,5","92,5","180,8","229,6","258,4","237,7","127,0","76,6","42,6","20,6","1356,3"
37. Ngân Sơn,"32,4","30,4","58,8","102,0","219,7","273,4","332,0","291,7","161,3","92,5","55,2","27,9","1677,4"
38. Bắc Kạn,"23,9","26,6","51,4","103,8","183,9","255,6","288,4","274,1","148,2","74,4","40,0","19,9","1490,4"
39. Định Hoá,"24,3","28,9","55,9","101,5","208,4","263,3","325,3","306,2","174,5","97,6","43,2","19,5","1650,5"
40. Thái Nguyên,"28,0","31,1","60,1","111,5","237,3","306,3","399,4","336,5","227,3","123,2","52,7","24,3","1937,1"
41. Minh Đài,"36,1","35,2","55,0","100,4","216,5","236,2","267,4","310,0","233,3","147,1","54,2","26,7","1718,0"
42. Phú Hộ,"36,8","35,3","56,0","108,7","211,6","239,0","269,7","288,7","201,8","138,8","59,1","26,8","1660,1"
43. Việt Trì,"29,7","30,0","45,4","96,1","186,2","247,8","267,6","295,1","191,6","131,0","53,3","22,5","1596,2"
44. Tam Đảo,"36,4","47,0","82,2","139,3","235,6","354,3","439,6","452,5","325,5","198,0","85,2","35,3","2430,9"
45. Vĩnh Yên,"24,9","22,5","43,0","93,7","172,0","246,6","270,4","306,6","187,1","124,9","53,6","19,4","1564,7"
46. Bảo Lạc,"24,9","23,3","45,2","72,7","158,6","215,5","238,9","210,2","104,1","72,6","42,2","24,4","1232,6"
47. Nguyên Bình,"44,2","36,9","60,3","93,0","210,3","297,2","309,8","310,5","200,3","108,1","58,9","36,1","1761,4"
48. Trùng Khánh,"40,6","38,0","56,6","97,3","215,8","297,5","307,5","292,7","149,9","92,2","55,0","33,4","1670,2"
49. Cao Bằng,"29,4","24,7","47,5","84,3","194,7","247,1","257,8","257,2","138,3","75,8","45,4","25,1","1427,2"
50. Bắc Sơn,"44,3","41,6","65,8","121,9","210,8","227,0","287,9","262,5","160,5","77,6","46,1","27,6","1575,3"
51. Hữu Lũng,"26,2","26,1","52,3","113,0","180,0","230,5","260,5","272,3","164,4","91,4","36,4","19,1","1461,6"
52. Đình Lập,"28,0","26,5","41,3","95,7","169,8","229,1","295,7","281,0","189,2","93,2","43,2","18,5","1514,7"
53. Thất Khê,"39,1","35,7","57,3","98,7","193,4","250,0","250,8","261,0","142,5","82,8","49,1","29,9","1487,8"
54. Lạng Sơn,"35,4","33,3","50,3","91,1","159,4","191,3","236,0","227,6","141,8","78,9","41,4","24,2","1318,2"
55. Lục Ngạn,"25,2","24,0","41,8","102,5","164,4","213,3","251,3","246,7","168,7","88,9","36,9","19,1","1382,8"
56. Sơn Động,"28,6","23,2","40,5","99,6","194,3","233,6","314,6","305,0","187,1","95,0","37,7","20,4","1579,7"
57. Bắc Giang,"25,9","25,4","52,0","100,4","187,4","247,2","256,3","301,0","178,1","109,0","43,2","20,2","1545,9"
58. Hiệp Hòa,"23,4","25,1","48,1","99,9","185,3","243,5","272,2","273,8","188,9","130,8","51,2","23,1","1577,8"
59. Uông Bí,"24,6","23,6","44,2","88,3","202,6","277,7","313,8","360,7","229,5","97,2","33,5","20,1","1715,7"
60. Cô Tô,"28,5","24,8","40,8","76,2","145,4","227,6","311,7","386,6","333,2","117,4","50,3","31,9","1774,4"
61. Bãi Cháy,"27,7","24,5","42,9","86,3","183,2","297,0","364,3","430,5","276,0","142,6","38,9","18,1","1923,0"
62. Cửa Ông,"35,0","29,4","50,1","92,6","196,5","312,1","414,9","504,8","346,7","156,3","52,6","22,1","2213,0"
63. Tiên Yên,"38,0","35,9","58,9","111,4","238,0","349,6","453,4","422,0","309,2","143,6","49,7","29,7","2222,0"
64. Móng Cái,"46,5","42,8","59,8","122,6","272,2","448,3","593,3","469,4","313,1","182,6","73,9","36,9","2661,0"
65. Quảng Hà,"55,0","53,0","71,1","110,7","271,1","454,5","630,0","492,8","302,0","171,7","76,1","39,8","2729,7"
66. Phù Liễn,"28,0","27,4","48,5","85,3","201,6","238,1","238,1","353,0","257,1","136,3","43,0","22,8","1679,3"
67. Hòn Dấu,"24,7","21,5","39,7","70,0","151,8","194,3","209,0","337,1","288,2","148,4","42,4","19,4","1546,6"
68. Bạch Long Vĩ,"27,5","19,8","26,8","48,1","93,3","139,5","149,6","255,6","219,1","110,7","36,7","21,6","1149,1"
69. Ba Vì,"27,4","32,8","51,9","97,2","263,4","276,1","328,0","344,9","245,4","189,9","56,2","22,4","1935,6"
70. Hà Đông,"28,2","26,5","45,0","83,1","189,4","232,5","254,6","293,5","228,8","184,8","87,4","36,9","1687,6"
71. Sơn Tây,"25,6","24,6","43,3","96,1","216,6","262,9","311,8","314,6","224,3","158,4","63,0","22,0","1751,2"
72. Hà Nội,"22,5","24,6","47,0","91,8","185,4","253,3","280,1","309,4","228,3","140,7","66,7","20,2","1670,1"
73. Chí Linh,"21,1","23,7","50,3","79,3","182,1","241,0","253,6","264,7","190,2","122,2","42,5","20,7","1488,0"
74. Hải Dương,"25,8","22,4","45,4","85,5","172,9","232,3","241,1","292,7","209,3","129,1","55,9","22,0","1534,4"
75. Hưng Yên,"27,8","25,1","46,8","86,4","174,1","206,2","220,2","277,1","252,5","169,2","71,7","23,6","1580,7"
76. Nam Định,"27,3","27,4","50,4","85,7","175,9","192,1","240,2","298,5","315,4","202,3","66,1","27,0","1701,4"
77. Văn Lý,"28,2","27,5","43,3","60,2","146,1","162,5","192,5","340,2","394,9","234,1","78,4","27,9","1726,4"
78. Thái Bình,"29,3","25,5","46,9","78,4","159,9","186,8","223,8","302,0","329,5","203,7","69,0","25,5","1680,3"
79. Hà Nam,"33,5","29,7","56,4","87,6","209,1","243,2","257,8","307,6","310,0","215,5","78,6","34,3","1862,7"
80. Ninh Bình,"27,9","26,4","46,3","74,4","169,3","210,5","236,3","314,9","362,4","219,1","67,3","28,6","1783,5"
81. Nho Quan,"27,2","25,2","49,5","85,8","209,8","223,9","270,0","327,6","334,5","212,7","72,9","22,9","1862,1"
82. Yên Định,"19,6","16,6","32,1","61,5","153,1","186,7","205,6","264,0","326,7","192,1","64,8","19,1","1547,0"
83. Bái Thượng,"28,9","27,2","47,2","87,6","248,2","249,0","244,0","338,7","329,6","219,0","84,3","24,7","1938,5"
84. Như Xuân,"28,4","20,5","40,3","61,1","152,2","166,7","183,5","284,6","368,2","268,9","90,5","26,8","1676,6"
85. Tĩnh Gia,"38,7","36,3","49,1","59,1","134,8","139,4","172,7","268,5","449,4","352,9","96,4","33,6","1841,4"
86. Thanh Hoá,"23,3","21,4","41,4","62,1","142,8","179,6","195,5","278,4","394,1","267,4","77,3","28,1","1711,5"
87. Hồi Xuân,"17,2","15,5","36,2","91,9","220,4","254,0","326,3","332,9","273,9","153,5","45,9","16,3","1784,1"
88. Quỳ Châu,"19,4","13,8","29,8","83,3","221,8","200,6","208,7","288,5","316,6","221,0","55,8","19,5","1680,4"
89. Quỳ Hợp,"22,2","19,5","34,1","71,4","200,9","194,1","183,2","279,9","297,1","226,9","47,6","18,9","1603,3"
90. Tây Hiếu,"22,1","20,7","30,3","61,6","149,5","166,2","179,5","266,7","345,1","269,4","59,5","21,7","1608,2"
91. Quỳnh Lưu,"17,8","21,3","30,7","54,1","103,2","132,7","133,2","243,5","409,0","351,6","95,2","32,0","1624,2"
92. Con Cuông,"36,2","35,1","50,6","86,2","182,2","149,5","175,0","266,7","350,6","284,2","82,1","32,4","1724,6"
93. Đô Lương,"32,7","30,9","42,2","80,8","164,8","142,8","157,4","256,9","407,0","357,8","102,6","37,3","1813,2"
94. Tương Dương,"13,5","14,6","36,7","81,4","151,0","148,2","164,9","233,9","241,2","154,8","33,3","11,7","1285,0"
95. Vinh,"52,3","39,7","49,1","62,0","140,9","108,5","122,4","234,2","480,7","514,1","162,8","69,9","2045,5"
96. Hương Khê,"43,6","46,8","66,0","94,8","206,8","157,0","160,5","282,6","504,1","578,8","201,7","71,7","2414,1"
97. Kỳ Anh,"110,9","69,5","64,3","64,1","150,3","118,1","105,9","234,2","554,1","747,8","408,6","202,8","2817,5"
98. Hà Tĩnh,"95,9","59,8","61,3","78,0","152,5","138,7","114,1","231,9","525,6","728,0","312,2","159,8","2651,4"
99. Tuyên Hoá,"47,1","39,6","51,9","75,0","154,6","130,2","142,7","267,3","501,2","654,6","223,7","83,6","2365,5"
100. Ba Đồn,"51,9","33,5","38,6","51,2","111,1","89,0","88,7","172,5","420,0","605,6","257,4","97,7","2009,4"
101. Đồng Hới,"59,4","39,9","43,2","60,8","115,6","78,9","75,5","166,1","472,5","649,1","318,7","125,1","2189,7"
102. Cồn Cỏ,"147,9","69,1","62,7","58,6","81,0","72,9","65,9","172,5","426,5","512,2","317,0","237,5","2223,8"
103. Đông Hà,"52,9","32,0","35,2","63,7","116,8","92,2","81,4","159,6","400,6","629,7","402,4","189,7","2252,7"
104. Khe Sanh,"18,4","18,4","38,4","86,8","159,9","193,6","223,0","283,2","376,6","456,8","197,3","62,8","2113,1"
105. A Lưới,"80,1","48,9","70,4","160,3","253,7","188,0","167,0","228,4","438,6","856,7","757,4","317,7","3606,0"
106. Nam Đông,"116,2","53,5","62,3","103,4","216,9","195,0","162,1","227,9","489,5","945,2","831,7","334,9","3763,3"
107. Huế,"129,3","63,3","51,3","58,9","111,3","103,4","94,6","138,8","410,7","772,7","641,7","349,9","2936,4"
108. Đà Nẵng,"81,9","23,6","25,0","35,3","81,1","82,6","92,5","141,2","350,7","628,0","448,2","218,4","2205,0"
109. Tam Kỳ,"127,9","48,7","52,6","54,1","96,5","97,9","88,9","131,0","336,4","704,1","622,6","388,1","2748,8"
110. Trà My,"151,3","74,7","86,0","102,2","276,3","216,3","176,8","217,5","417,6","937,0","1030,8","497,8","4184,1"
111. Ba Tơ,"156,1","72,3","81,5","81,1","187,0","163,8","133,5","177,9","335,7","780,7","985,2","559,3","3721,5"
112. Quảng Ngãi,"127,2","43,3","40,0","45,8","90,6","96,9","89,8","134,7","319,6","644,2","586,1","303,3","2529,7"
113. Lý Sơn,"123,9","53,5","89,1","61,7","113,5","56,1","52,5","124,8","411,7","513,2","429,7","262,5","2302,8"
114. Hoài Nhơn,"81,5","31,1","24,5","36,5","100,6","88,6","68,6","114,6","285,6","562,6","490,3","254,5","2149,0"
115. Quy Nhơn,"66,8","28,2","33,0","33,8","85,2","62,1","44,2","77,2","230,6","521,0","464,3","205,5","1851,8"
116. Sơn Hoà,"27,7","10,1","33,5","40,0","147,7","109,0","92,3","109,7","208,1","426,5","393,1","123,5","1734,6"
117. Tuy Hoà,"66,9","22,5","36,0","46,1","90,8","54,3","45,5","55,2","227,4","539,5","507,9","216,5","1911,3"
118. Nha Trang,"43,0","16,1","30,3","41,8","81,7","49,8","41,7","51,5","165,8","312,3","381,6","191,4","1399,2"
119. Cam Ranh,"24,4","10,0","38,0","35,3","89,4","68,2","53,9","56,2","167,1","284,8","319,6","164,9","1324,5"
120. Trường Sa,"160,1","80,2","83,1","59,4","125,7","222,8","247,4","250,6","257,8","328,4","388,2","461,9","2684,9"
121. Phan Thiết,"3,5","0,3","5,1","29,9","143,8","143,3","171,5","166,0","187,3","158,6","55,4","20,8","1089,0"
122. Hàm Tân,"2,1","0,3","8,1","42,1","190,9","265,1","292,8","292,2","258,9","203,4","48,1","24,2","1623,2"
123. Phú Quý,"16,6","5,3","29,9","42,4","134,5","148,1","128,5","115,9","179,0","234,0","189,6","107,6","1335,0"
124. Đắk Tô,"3,1","7,4","41,7","92,5","207,6","264,2","314,2","380,9","285,9","160,8","54,7","13,1","1814,8"
125. Kon Tum,"1,0","7,0","39,6","97,3","237,2","257,0","314,1","336,1","313,1","180,3","58,0","8,0","1854,7"
126. Pleiku,"2,4","6,7","24,2","92,8","249,2","322,9","396,1","462,7","358,9","190,8","62,4","10,8","2179,9"
127. An Khê,"24,4","12,6","20,8","59,6","149,3","110,7","125,8","141,4","201,0","336,0","328,5","140,8","1650,8"
128. Ayun Pa,"2,2","3,7","13,8","58,6","164,8","131,7","126,0","159,2","220,8","215,1","149,2","29,0","1274,1"
129. M’Đrắk,"55,3","23,3","34,3","92,0","191,6","123,7","121,8","132,3","220,7","372,8","468,3","242,3","2082,1"
130. Buôn Ma Thuột,"5,2","3,8","24,1","84,3","233,6","245,1","253,7","309,8","311,4","198,8","100,3","26,4","1784,3"
131. Buôn Hồ,"5,3","6,2","19,6","88,6","189,6","204,4","191,8","261,4","260,6","190,5","110,4","29,6","1558,2"
132. Đắk Nông,"16,6","34,6","101,7","171,7","271,6","319,4","397,2","439,1","400,9","256,7","78,1","20,3","2511,0"
133. Liên Khương,"4,8","14,1","50,8","131,4","223,6","176,2","195,6","176,4","270,0","228,9","87,7","33,5","1592,9"
134. Đà Lạt,"9,1","20,5","64,1","170,3","212,3","203,5","232,7","238,3","283,4","244,7","93,5","36,2","1814,9"
135. Bảo Lộc,"62,3","53,0","116,7","210,9","249,9","311,3","389,8","457,7","403,6","342,2","175,7","83,5","2858,2"
136. Đồng Phú (Đồng Xoài),"9,9","15,8","48,2","150,5","260,2","327,0","348,7","374,5","430,3","362,1","156,7","46,1","2538,7"
137. Phước Long,"14,8","18,4","50,9","128,4","293,1","366,9","395,2","453,6","475,6","320,5","129,3","33,8","2680,7"
138. Tây Ninh,"11,6","9,4","27,8","106,2","193,3","250,6","256,5","240,2","334,5","321,7","132,9","49,4","1934,1"
139. Vũng Tàu,"4,3","1,1","5,2","34,0","181,7","223,8","225,0","206,0","218,5","239,5","63,6","16,4","1418,9"
140. Côn Đảo,"12,5","12,8","11,2","38,6","209,6","288,9","296,7","297,5","316,4","350,6","174,9","52,9","2070,0"
141. Mộc Hoá,"13,5","6,9","17,2","66,6","168,1","165,0","188,0","177,5","260,2","336,7","177,4","50,5","1627,6"
142. Mỹ Tho,"8,1","1,8","6,6","41,3","149,7","203,2","189,2","192,6","231,3","263,7","95,4","35,6","1419,7"
143. Cao Lãnh,"10,3","7,6","19,8","60,3","140,9","168,2","186,1","177,6","239,1","279,6","145,9","42,9","1481,1"
144. Ba Tri,"5,2","2,6","8,0","40,5","198,0","218,1","216,0","198,9","239,0","282,2","94,7","28,8","1543,9"
145. Càng Long,"6,4","4,7","14,5","47,5","188,7","211,0","223,7","229,0","254,5","293,6","126,4","38,5","1638,6"
146. Châu Đốc,"8,1","4,2","23,2","94,2","165,5","125,9","155,7","179,3","184,1","269,0","149,4","46,5","1412,6"
147. Cần Thơ,"10,0","3,8","15,4","41,8","181,0","209,7","236,0","237,9","251,4","300,9","137,1","41,5","1671,7"
148. Sóc Trăng,"7,7","3,5","13,8","62,3","234,0","268,0","261,8","286,8","284,8","308,6","137,1","36,6","1904,8"
149. Rạch Giá,"13,4","10,9","34,9","89,9","251,8","277,7","315,8","335,9","301,1","295,6","177,4","46,6","2151,1"
150. Phú Quốc,"27,7","27,2","61,0","148,2","280,8","381,9","419,2","485,6","473,6","354,2","163,5","59,1","2881,9"
151. Bạc Liêu,"5,2","3,7","13,9","59,6","201,3","281,1","273,9","290,1","309,3","295,3","173,2","47,4","1954,0"
152. Cà Mau,"20,6","12,7","31,7","100,9","248,9","322,5","331,1","348,2","357,2","356,7","194,8","63,0","2394,0"
