Trạm,Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Năm
35. Chiêm Hóa,"89,0","54,5","80,0","137,4","166,2","195,9","506,2","120,6","174,9","169,7","91,8","64,8","506,2"
36. Chợ Rã,"141,8","50,2","97,9","84,3","128,4","115,7","174,6","107,6","132,4","131,5","71,8","55,9","174,6"
37. Ngân Sơn,"97,0","48,1","157,6","119,6","201,0","259,9","185,2","158,7","204,8","121,5","121,0","76,0","259,9"
38. Bắc Kạn,"54,0","65,3","93,6","93,8","140,5","304,9","217,9","212,0","193,7","456,1","98,3","55,0","456,1"
39. Định Hoá,"61,0","111,0","65,1","70,1","172,7","138,3","275,7","273,0","157,5","231,3","137,0","46,0","275,7"
40. Thái Nguyên,"90,0","61,1","80,1","175,0","222,4","240,2","287,4","374,9","262,4","201,9","118,0","69,4","374,9"
41. Minh Đài,"33,4","61,2","61,2","115,8","128,3","128,9","202,9","238,9","234,3","235,8","78,3","51,5","238,9"
42. Phú Hộ,"92,0","77,7","69,7","96,1","285,1","224,0","701,2","204,0","190,1","266,7","124,0","47,5","701,2"
43. Việt Trì,"67,0","46,8","59,0","124,5","156,0","382,9","508,3","340,7","228,0","194,0","147,9","58,0","508,3"
44. Tam Đảo,"40,9","50,9","127,4","115,4","159,4","299,7","212,2","318,6","277,1","307,6","156,8","48,6","318,6"
45. Vĩnh Yên,"37,3","46,3","72,1","120,0","203,8","227,6","240,1","220,6","184,1","332,0","128,0","41,6","332,0"
46. Bảo Lạc,"57,0","42,4","64,6","66,0","158,6","115,5","135,0","154,0","97,6","73,6","61,1","86,3","158,6"
47. Nguyên Bình,"138,4","57,7","130,3","81,6","150,0","131,5","168,3","173,2","191,6","174,5","90,8","51,4","191,6"
48. Trùng Khánh,"107,0","148,0","93,7","94,5","151,2","241,1","239,6","236,0","222,9","141,7","78,5","59,0","241,1"
49. Cao Bằng,"99,0","60,6","61,0","120,7","129,0","152,6","151,5","157,9","108,0","88,1","73,7","51,0","157,9"
50. Bắc Sơn,"97,7","172,8","117,2","160,0","195,3","145,0","225,9","162,0","202,0","99,6","82,0","51,3","225,9"
51. Hữu Lũng,"81,6","56,4","82,0","163,2","151,4","193,9","240,9","157,8","218,0","109,5","77,7","47,6","240,9"
52. Đình Lập,"85,1","54,5","81,6","109,0","209,9","169,5","306,4","264,6","278,6","205,0","425,3","48,0","425,3"
53. Thất Khê,"84,9","43,6","87,6","86,8","132,9","199,9","273,2","191,5","151,6","129,4","82,6","47,9","273,2"
54. Lạng Sơn,"90,0","110,6","122,7","132,6","162,0","156,8","202,2","142,0","234,0","105,9","148,0","53,4","234,0"
55. Lục Ngạn,"65,6","50,6","68,5","108,6","133,1","171,4","221,4","144,0","230,0","118,2","108,0","50,0","230,0"
56. Sơn Động,"56,6","48,4","112,2","144,7","323,0","232,2","279,0","310,6","250,0","157,0","145,0","42,0","323,0"
57. Bắc Giang,"48,0","44,0","73,4","140,7","145,2","170,3","292,0","192,0","167,0","120,0","143,7","52,9","292,0"
58. Hiệp Hòa,"60,7","40,3","62,0","127,8","175,5","205,6","279,6","167,0","175,0","205,5","140,5","56,2","279,6"
59. Uông Bí,"84,5","46,0","69,5","158,3","217,2","260,6","219,9","261,0","177,2","172,0","138,6","52,1","261,0"
60. Cô Tô,"120,0","60,1","104,3","152,2","208,0","192,1","423,7","242,6","284,8","217,3","107,1","90,4","423,7"
61. Bãi Cháy,"129,9","55,5","84,3","106,7","201,0","240,0","387,0","270,4","229,6","260,9","205,2","46,5","387,0"
62. Cửa Ông,"109,5","46,3","113,5","122,0","300,0","301,2","471,5","285,8","253,9","293,0","169,5","52,4","471,5"
63. Tiên Yên,"71,0","65,3","117,8","172,8","402,0","249,9","363,2","352,6","502,0","322,7","182,0","57,4","502,0"
64. Móng Cái,"83,2","65,1","91,4","239,2","348,8","293,4","350,0","325,0","273,1","285,5","192,0","138,4","350,0"
65. Quảng Hà,"83,2","65,1","91,4","178,7","292,1","337,0","390,2","364,3","258,8","393,1","279,8","138,4","393,1"
66. Phù Liễn,"87,0","37,3","53,6","184,4","224,2","167,5","224,0","361,8","182,5","342,6","149,0","52,0","361,8"
67. Hòn Dấu,"90,3","49,1","58,2","128,0","178,4","434,7","320,5","274,6","206,0","237,1","141,5","50,1","434,7"
68. Bạch Long Vĩ,"105,7","36,4","49,1","116,5","167,5","173,7","200,8","361,1","237,4","134,7","122,5","41,0","361,1"
69. Ba Vì,"31,7","53,6","61,1","94,5","195,4","184,7","554,6","258,7","222,5","275,9","295,5","63,8","554,6"
70. Hà Đông,"57,0","59,0","63,6","202,0","338,0","165,4","160,0","193,3","318,7","514,0","281,6","267,2","514,0"
71. Sơn Tây,"68,0","56,6","54,0","100,1","201,0","182,9","508,0","246,6","267,0","237,0","251,1","58,0","320,8"
72. Hà Nội,"41,4","59,5","64,9","93,0","190,0","220,6","175,7","205,7","185,0","347,0","394,9","44,0","394,9"
73. Chí Linh,"42,1","33,0","124,7","81,5","135,5","150,8","193,0","169,0","118,5","200,5","133,7","58,2","200,5"
74. Hải Dương,"64,8","33,0","158,3","121,3","202,3","191,9","288,0","192,2","191,3","198,6","238,7","83,3","288,0"
75. Hưng Yên,"61,2","72,6","111,0","103,0","173,3","169,2","239,2","265,5","235,9","377,9","321,8","59,2","377,9"
76. Nam Định,"78,0","69,5","70,2","134,0","264,7","176,0","282,8","267,7","382,3","253,5","91,6","62,5","382,3"
77. Văn Lý,"89,7","66,0","61,0","90,5","192,5","284,4","207,5","346,4","377,2","276,9","232,0","105,0","377,2"
78. Thái Bình,"83,0","46,9","63,0","122,2","192,2","194,0","294,9","253,6","512,0","305,0","290,0","86,1","512,0"
79. Hà Nam,"80,0","69,3","152,7","214,0","165,1","170,4","211,2","253,0","333,1","256,4","330,7","82,5","333,1"
80. Ninh Bình,"65,0","79,0","74,7","85,8","182,9","185,2","207,0","282,6","450,9","431,3","151,4","143,5","450,9"
81. Nho Quan,"56,0","84,1","147,2","110,6","181,0","141,0","245,7","231,5","480,5","264,0","266,4","42,2","480,5"
82. Yên Định,"57,0","58,0","116,4","203,0","166,4","201,2","144,0","254,8","298,6","211,8","314,7","80,0","314,7"
83. Bái Thượng,"84,7","56,6","109,0","81,6","126,5","115,2","202,3","234,6","314,8","195,2","255,8","58,5","314,8"
84. Như Xuân,"113,3","66,5","44,8","129,0","210,0","235,0","254,9","197,4","376,7","267,0","236,6","45,0","376,7"
85. Tĩnh Gia,"58,4","87,9","87,2","81,9","156,0","175,9","316,1","265,0","406,0","560,7","221,1","99,9","560,7"
86. Thanh Hoá,"44,0","86,7","87,0","112,5","165,0","191,0","219,4","239,7","731,3","388,5","229,3","95,0","731,3"
87. Hồi Xuân,"44,9","43,9","94,6","88,0","154,1","118,6","199,8","226,0","316,0","241,3","94,1","42,1","316,0"
88. Quỳ Châu,"55,0","46,0","52,0","111,0","204,6","193,0","198,9","304,1","269,9","265,0","290,1","64,0","304,1"
89. Quỳ Hợp,"60,0","86,0","51,0","122,0","131,0","209,0","179,0","176,0","202,7","272,4","94,3","169,0","272,4"
90. Tây Hiếu,"81,0","49,0","38,0","99,7","173,6","213,0","222,7","267,1","279,5","345,0","217,6","78,5","345,0"
91. Quỳnh Lưu,"49,9","51,3","91,2","94,0","192,4","199,0","181,9","229,0","710,1","473,0","278,6","98,0","710,1"
92. Con Cuông,"76,5","63,0","95,8","157,0","275,9","192,0","237,4","226,5","449,5","326,0","240,8","51,5","449,5"
93. Đô Lương,"81,0","49,6","71,0","118,5","156,2","322,0","432,7","293,5","788,4","331,1","180,7","104,3","788,4"
94. Tương Dương,"115,0","73,0","111,0","172,0","128,0","157,0","173,1","192,0","184,2","158,0","96,0","108,0","192,0"
95. Vinh,"48,5","42,8","85,0","78,6","227,0","313,0","260,8","329,0","387,9","596,7","255,2","115,6","596,7"
96. Hương Khê,"62,2","74,0","105,0","123,0","225,7","183,0","347,9","411,2","441,5","492,6","248,0","95,0","492,6"
97. Kỳ Anh,"71,0","85,2","97,3","125,0","297,0","296,0","220,5","573,0","475,8","790,1","359,4","195,2","790,1"
98. Hà Tĩnh,"85,4","42,9","114,0","252,0","286,0","287,0","391,9","456,1","502,4","657,2","388,0","164,0","657,2"
99. Tuyên Hoá,"53,5","60,4","84,0","89,6","470,4","402,7","274,1","709,0","404,5","548,4","500,0","122,3","709,0"
100. Ba Đồn,"120,0","48,5","60,6","113,0","231,0","245,9","179,0","329,6","413,7","537,0","404,4","213,0","537,0"
101. Đồng Hới,"63,0","112,2","108,6","133,0","197,6","230,8","164,7","236,8","358,7","747,0","305,1","168,6","747,0"
102. Cồn Cỏ,"154,5","101,8","184,8","104,1","348,0","163,9","520,0","342,9","727,5","402,7","360,1","421,7","727,5"
103. Đông Hà,"94,0","86,0","136,0","216,0","195,7","230,0","201,0","266,6","381,6","447,5","379,3","267,2","447,5"
104. Khe Sanh,"25,0","50,0","76,0","101,0","206,8","173,2","146,0","287,5","340,9","389,0","239,0","51,7","389,0"
105. A Lưới,"78,0","67,9","96,0","93,0","266,8","153,9","151,6","176,4","366,0","523,7","758,1","217,5","758,1"
106. Nam Đông,"67,4","40,3","84,3","195,0","393,4","410,5","116,2","324,0","596,0","710,0","927,0","291,0","927,0"
107. Huế,"156,5","77,5","155,0","124,0","168,6","254,7","312,9","206,0","405,1","582,4","977,6","436,0","977,6"
108. Đà Nẵng,"135,9","47,4","117,0","150,0","216,8","212,4","153,0","167,0","355,4","398,2","592,6","269,7","592,6"
109. Tam Kỳ,"186,0","113,0","149,0","113,0","235,0","139,5","124,0","206,7","338,0","381,4","389,9","405,2","405,2"
110. Trà My,"146,0","99,2","190,0","92,3","197,4","225,0","375,0","201,0","488,0","493,0","782,0","486,7","782,0"
111. Ba Tơ,"203,0","184,7","264,0","111,0","225,2","223,0","123,0","143,4","332,0","402,0","661,0","639,5","661,0"
112. Quảng Ngãi,"284,0","68,0","124,3","193,1","269,8","149,0","69,0","245,1","525,0","342,2","429,2","313,4","525,0"
113. Lý Sơn,"169,4","70,0","163,9","211,7","418,4","203,5","257,6","340,3","390,0","317,5","336,1","325,0","418,4"
114. Hoài Nhơn,"189,0","59,3","87,1","101,1","155,8","222,5","97,6","91,0","239,0","269,6","307,0","316,0","316,0"
115. Quy Nhơn,"138,0","90,8","140,0","108,0","144,0","288,0","57,0","128,0","142,0","337,8","293,2","164,5","337,8"
116. Sơn Hoà,"51,3","26,9","177,1","112,6","136,1","90,7","97,2","103,3","306,5","579,0","463,2","267,5","579,0"
117. Tuy Hoà,"53,0","67,0","144,9","116,0","118,0","68,2","73,5","74,0","438,4","628,9","551,5","271,0","628,9"
118. Nha Trang,"227,0","72,2","241,1","102,4","83,1","152,6","104,0","59,5","154,1","364,0","334,1","348,7","364,0"
119. Cam Ranh,"67,0","37,0","419,6","85,0","98,3","135,5","149,4","63,0","137,0","192,2","251,0","470,8","470,8"
120. Trường Sa,"221,0","132,0","201,0","78,0","106,9","135,0","231,0","266,0","155,0","203,8","280,8","320,9","320,9"
121. Phan Thiết,"30,0","3,0","120,8","116,0","144,0","105,9","86,6","114,0","122,8","147,0","215,1","91,0","215,1"
122. Hàm Tân,"17,0","3,0","66,0","203,5","151,2","105,0","180,4","134,0","127,8","143,9","136,2","159,0","203,5"
123. Phú Quý,"130,0","29,8","284,0","107,0","136,0","116,9","155,0","89,8","162,0","177,3","196,2","232,0","284,0"
124. Đắk Tô,"23,2","30,5","60,0","79,0","134,0","133,4","141,0","210,5","254,0","102,6","148,9","69,9","254,0"
125. Kon Tum,"10,0","51,3","108,0","84,0","158,0","155,0","110,0","140,0","152,0","145,0","120,2","49,1","158,0"
126. Pleiku,"34,2","46,5","73,9","101,0","159,0","227,8","146,0","204,2","156,1","140,0","96,3","65,8","227,8"
127. An Khê,"77,0","22,8","34,3","100,5","131,4","163,0","162,0","97,5","139,3","226,0","260,0","187,0","260,0"
128. Ayun Pa,"23,0","24,6","52,6","80,2","139,7","101,2","89,2","98,0","139,9","211,6","250,5","50,4","250,5"
129. M’Đrắk,"91,0","41,0","137,1","148,0","96,0","76,6","74,4","148,0","147,7","336,5","443,4","249,0","443,4"
130. Buôn Ma Thuột,"68,2","40,9","67,6","103,6","88,0","146,0","86,4","163,1","222,0","244,5","143,0","82,2","244,5"
131. Buôn Hồ,"40,2","62,9","41,9","82,6","87,6","109,5","79,9","280,5","136,8","197,3","198,8","115,6","198,8"
132. Đắk Nông,"68,6","70,5","97,0","108,2","185,0","184,6","325,4","212,9","188,2","139,4","91,1","47,9","325,4"
133. Liên Khương,"33,0","68,6","84,4","99,4","122,4","69,8","101,9","76,8","115,6","109,7","86,6","92,2","122,4"
134. Đà Lạt,"40,0","63,5","89,0","89,0","192,0","92,8","87,5","177,4","103,0","142,7","101,4","83,0","177,4"
135. Bảo Lộc,"216,8","88,7","82,5","121,4","192,0","120,1","120,6","236,0","128,0","157,4","131,0","91,2","236,0"
136. Đồng Phú (Đồng Xoài),"84,0","36,3","120,5","196,0","109,8","193,2","226,4","133,4","145,0","181,5","168,0","60,9","226,4"
137. Phước Long,"56,6","51,0","98,2","166,4","147,7","230,3","129,0","172,5","241,8","153,2","173,4","98,6","241,8"
138. Tây Ninh,"39,1","56,6","66,1","115,0","134,8","148,8","150,0","121,0","169,2","94,0","186,0","96,5","186,0"
139. Vũng Tàu,"66,0","35,0","36,3","206,0","140,9","271,4","128,7","109,7","139,8","126,0","107,0","120,0","271,4"
140. Côn Đảo,"34,0","97,5","57,0","83,6","128,0","201,0","273,0","131,9","186,0","220,2","276,4","162,0","276,4"
141. Mộc Hoá,"42,0","47,4","42,4","86,4","164,8","134,2","123,0","88,1","151,1","240,4","167,0","70,5","240,4"
142. Mỹ Tho,"53,0","34,0","28,0","79,0","272,9","116,7","95,0","107,7","149,6","144,0","104,0","110,0","272,9"
143. Cao Lãnh,"27,0","57,8","79,9","136,0","72,5","109,0","92,2","134,8","183,6","147,9","115,5","65,0","183,6"
144. Ba Tri,"32,0","48,6","79,0","81,5","154,0","206,8","158,0","179,6","143,8","414,8","179,9","116,0","414,8"
145. Càng Long,"60,0","23,0","145,0","102,0","195,0","127,1","100,0","94,5","102,9","168,0","122,9","116,0","195,0"
146. Châu Đốc,"25,6","39,6","104,8","94,0","122,0","68,9","94,0","150,5","91,0","171,8","127,0","80,0","171,8"
147. Cần Thơ,"31,0","56,0","103,0","66,5","112,0","131,8","108,0","107,0","117,8","126,3","116,4","115,0","131,8"
148. Sóc Trăng,"63,0","30,8","115,1","155,2","135,2","155,3","92,0","133,0","150,0","175,3","118,0","66,0","175,3"
149. Rạch Giá,"42,0","58,0","59,3","94,1","176,6","185,0","220,3","260,5","132,0","159,0","186,7","55,3","260,5"
150. Phú Quốc,"77,9","112,2","103,2","127,1","109,6","180,5","258,0","327,1","188,4","386,7","136,0","115,0","386,7"
151. Bạc Liêu,"24,0","26,0","105,0","172,8","84,0","125,0","124,2","117,0","135,0","176,0","182,0","203,7","203,7"
152. Cà Mau,"65,4","52,0","84,0","122,1","172,7","121,0","152,2","186,0","187,0","150,9","172,9","102,8","187,0"
