Trạm,Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Năm
16. Sơn La,"13,4","13,9","16,5","20,4","23,9","26,3","26,7","26,4","24,4","20,9","16,7","13,6","20,3"
17. Kim Bôi,"16,1","17,2","20,7","25,7","29,5","31,7","32,0","31,7","29,3","24,8","19,9","16,5","24,6"
18. Mai Châu,"15,5","16,5","20,0","24,7","28,0","30,0","30,4","30,2","28,1","23,9","19,5","16,2","23,6"
19. Chi Nê,"16,3","17,3","21,0","26,0","29,9","32,4","33,0","32,9","30,3","25,5","20,3","16,5","25,1"
20. Lạc Sơn,"16,3","17,5","21,0","25,7","29,5","31,9","32,3","32,2","29,8","25,3","20,6","16,9","24,9"
21. Hoàng Su Phì,"13,3","14,3","17,3","21,3","24,7","27,2","28,2","27,5","25,1","21,6","17,3","14,0","21,0"
22. Bắc Mê,"14,3","15,3","18,6","23,0","27,0","30,0","30,9","30,2","27,3","22,9","18,3","14,8","22,7"
23. Bắc Quang,"15,8","17,0","20,5","25,1","28,9","31,4","31,9","31,4","29,0","25,2","20,3","16,6","24,4"
24. Hà Giang,"15,2","16,4","19,8","24,3","28,0","30,8","31,6","31,1","28,7","24,5","19,8","16,0","23,9"
25. Phố Ràng,"15,8","16,6","20,1","24,7","28,5","31,2","31,8","31,7","29,3","25,3","20,1","16,2","24,3"
26. Bắc Hà,"11,9","12,8","15,7","19,6","22,8","24,9","25,4","24,9","22,6","19,5","15,8","12,5","19,0"
27. Sa Pa,"9,8","10,3","12,5","15,6","18,3","20,0","20,3","20,1","18,6","16,2","12,9","10,4","15,4"
28. Mù Căng Chải,"11,4","12,1","14,3","17,7","21,1","23,4","23,7","23,2","20,9","18,1","14,5","11,6","17,7"
29. Văn Chấn,"14,9","16,0","19,5","24,2","27,8","29,8","30,3","29,9","27,6","24,2","19,2","15,8","23,3"
30. Lục Yên,"15,6","16,9","20,4","25,2","29,2","31,6","32,2","31,9","29,5","25,3","20,3","16,6","24,6"
31. Yên Bái,"15,9","17,1","20,8","25,7","29,5","31,9","32,4","31,9","29,6","25,7","20,7","16,9","24,9"
32. Hàm Yên,"15,8","17,0","20,6","25,5","29,6","32,2","32,7","32,3","29,7","25,4","20,2","16,5","24,8"
33. Tuyên Quang,"15,4","16,6","20,4","25,2","29,1","31,6","32,3","31,9","29,6","25,2","20,0","16,2","24,5"
34. Chiêm Hóa,"15,5","16,8","20,2","24,9","29,1","31,8","32,5","32,0","29,5","25,2","20,1","16,3","24,5"
35. Chợ Rã,"14,0","15,1","18,6","23,5","27,7","30,5","31,3","30,7","28,0","23,7","18,5","14,8","23,0"
36. Ngân Sơn,"11,9","13,3","16,6","20,9","24,4","26,9","27,9","27,2","24,2","20,1","15,7","12,6","20,1"
37. Bắc Kạn,"14,2","15,3","18,8","23,7","27,8","30,4","31,3","30,7","28,0","23,4","18,5","14,8","23,1"
38. Định Hoá,"14,6","16,0","19,6","24,4","28,5","31,1","31,7","31,3","28,8","24,3","19,1","15,3","23,7"
39. Thái Nguyên,"14,9","16,3","20,1","25,2","29,3","31,8","32,5","32,1","29,3","24,7","19,5","15,7","24,3"
40. Minh Đài,"15,9","17,1","20,7","25,5","29,2","31,5","31,9","31,7","29,2","25,0","20,0","16,2","24,5"
41. Phú Hộ,"16,0","17,2","20,7","25,6","29,5","31,9","32,4","32,1","29,6","25,1","20,1","16,6","24,7"
42. Việt Trì,"15,9","17,1","20,7","25,8","29,9","32,2","32,9","32,5","30,0","25,7","20,7","16,9","25,0"
43. Tam Đảo,"12,3","13,4","16,1","20,0","22,9","24,4","25,1","24,6","22,1","18,6","14,9","12,5","18,9"
44. Vĩnh Yên,"15,6","16,9","20,6","25,4","29,8","32,2","32,8","32,6","30,1","25,6","20,4","16,6","24,9"
45. Bảo Lạc,"13,6","14,7","17,9","22,5","26,7","29,8","30,8","30,2","27,2","23,0","18,1","14,6","22,4"
46. Nguyên Bình,"12,2","13,3","16,6","21,0","24,7","27,4","28,3","27,6","24,6","20,5","16,1","12,8","20,4"
47. Trùng Khánh,"11,3","12,6","15,9","20,2","24,0","26,7","27,8","27,3","24,3","19,8","15,2","12,0","19,7"
48. Cao Bằng,"12,9","14,0","17,4","22,2","26,2","29,1","30,2","29,6","26,7","22,2","17,4","13,7","21,8"
49. Bắc Sơn,"12,8","13,9","17,6","22,0","25,9","28,2","29,2","28,7","25,8","21,0","16,4","13,1","21,2"
50. Hữu Lũng,"14,2","15,7","19,5","24,7","28,8","31,7","32,5","32,2","29,2","24,1","18,7","14,9","23,9"
51. Đình Lập,"13,1","14,6","18,4","23,1","27,2","30,0","30,6","30,0","27,2","22,0","16,8","13,6","22,2"
52. Thất Khê,"13,3","14,7","18,5","23,5","27,6","30,4","31,2","30,6","27,8","23,0","18,0","14,1","22,7"
53. Lạng Sơn,"12,4","13,8","17,5","22,3","26,4","29,0","29,8","29,5","26,8","21,8","16,7","13,2","21,6"
54. Lục Ngạn,"14,3","15,8","19,6","24,7","28,8","31,5","32,3","32,2","29,4","24,4","19,1","15,4","24,0"
55. Sơn Động,"14,0","15,5","19,1","23,9","27,8","30,4","31,2","30,9","28,2","23,4","18,2","14,7","23,1"
56. Bắc Giang,"14,9","16,4","20,3","25,6","29,8","32,2","32,9","32,7","30,0","25,0","19,6","15,9","24,6"
57. Hiệp Hòa,"15,4","16,9","20,6","25,9","30,1","32,7","33,1","32,9","30,1","25,2","19,7","16,1","24,9"
58. Uông Bí,"15,5","17,0","20,6","25,5","29,8","32,3","32,9","32,6","29,6","24,6","19,2","15,9","24,6"
59. Cô Tô,"14,6","15,5","18,8","24,2","30,1","32,8","33,3","32,6","29,9","24,9","19,7","16,0","24,3"
60. Bãi Cháy,"15,1","16,4","20,0","24,8","29,3","32,0","32,6","32,0","29,1","24,5","19,5","16,0","24,3"
61. Cửa Ông,"14,6","16,0","19,5","24,4","29,0","31,7","32,4","31,7","28,8","24,1","19,0","15,6","23,9"
62. Tiên Yên,"14,7","16,2","19,8","24,5","28,9","31,6","32,4","31,3","28,7","24,0","18,9","15,6","23,9"
63. Móng Cái,"14,1","15,5","19,4","24,7","29,5","32,2","33,0","32,3","29,3","24,4","18,7","15,0","24,0"
64. Phù Liễn,"15,7","17,1","20,5","25,5","30,2","32,6","33,1","32,8","30,0","24,9","20,0","16,6","24,9"
65. Hòn Dấu,"16,3","17,3","20,4","25,5","31,0","33,7","34,2","33,5","30,9","26,0","21,1","17,6","25,6"
66. Bạch Long Vĩ,"16,9","17,5","20,3","25,1","30,7","33,2","33,5","32,9","30,3","26,2","21,4","18,1","25,5"
67. Ba Vì,"15,8","17,2","20,6","25,7","29,8","32,0","32,4","32,3","29,8","25,2","20,0","16,4","24,8"
68. Hà Đông,"16,5","17,5","21,2","26,5","30,6","32,6","32,9","33,0","31,1","26,2","20,8","17,2","25,5"
69. Sơn Tây,"15,8","17,0","20,8","26,0","30,2","32,4","33,0","32,9","30,4","25,8","20,6","16,8","25,2"
70. Hà Nội,"15,5","16,8","20,5","25,7","29,9","32,2","32,8","32,6","30,1","25,3","20,2","16,5","24,8"
71. Chí Linh,"14,9","16,4","20,3","25,3","29,4","32,1","32,7","32,6","29,3","24,3","19,0","15,5","24,3"
72. Hải Dương,"15,8","17,2","21,0","26,1","30,8","33,1","33,8","33,7","31,1","25,9","20,4","16,8","25,5"
73. Hưng Yên,"16,1","17,4","21,0","26,3","30,7","32,9","33,5","33,5","31,1","26,2","21,1","17,2","25,6"
74. Nam Định,"16,3","17,7","21,0","26,1","30,7","32,7","33,2","33,2","31,1","26,3","21,2","17,5","25,6"
75. Văn Lý,"16,8","17,7","20,6","25,8","31,3","33,6","34,0","33,3","30,8","26,5","21,5","17,9","25,8"
76. Thái Bình,"16,3","17,5","20,8","25,9","30,7","32,8","33,3","33,2","31,0","26,0","20,9","17,2","25,5"
77. Hà Nam,"16,2","17,4","20,9","26,1","30,5","32,5","32,9","33,2","30,9","25,9","20,9","17,2","25,4"
78. Ninh Bình,"16,5","17,7","21,1","26,2","30,6","32,6","33,0","33,1","30,8","26,1","21,2","17,5","25,5"
79. Nho Quan,"16,3","17,8","21,2","26,2","30,2","32,4","32,7","32,8","30,4","25,6","20,7","17,1","25,3"
80. Yên Định,"16,9","18,1","21,4","26,3","30,5","32,5","32,9","33,0","30,8","26,2","21,1","17,5","25,6"
81. Bái Thượng,"16,8","18,3","21,4","26,3","30,0","32,1","32,1","32,0","29,9","26,0","21,4","17,5","25,4"
82. Như Xuân,"17,3","18,3","21,4","26,3","29,8","31,4","31,4","31,9","30,1","25,7","20,8","17,5","25,2"
83. Tĩnh Gia,"17,6","18,3","21,3","26,2","30,4","32,0","32,2","32,4","30,7","26,4","21,4","18,0","25,6"
84. Thanh Hoá,"17,0","18,0","21,3","26,2","30,4","32,1","32,4","32,5","30,5","26,1","21,3","17,8","25,5"
85. Hồi Xuân,"16,7","17,8","21,0","25,6","28,8","30,8","31,0","30,9","29,1","25,3","20,8","17,3","24,6"
86. Quỳ Châu,"17,4","18,5","21,6","26,0","29,3","31,5","31,5","31,4","29,6","25,9","21,3","18,0","25,2"
87. Quỳ Hợp,"17,5","18,2","21,2","25,5","28,6","30,6","30,5","30,8","29,3","25,5","20,6","17,3","24,6"
88. Tây Hiếu,"17,2","18,2","21,5","25,8","29,2","30,9","30,8","31,1","29,5","25,7","21,1","17,7","24,9"
89. Quỳnh Lưu,"17,5","18,5","21,7","26,6","30,7","32,0","32,1","32,3","30,5","26,3","21,7","18,2","25,7"
90. Con Cuông,"18,0","19,1","22,3","26,7","29,6","30,9","30,5","31,0","29,8","26,5","22,0","18,5","25,4"
91. Đô Lương,"18,1","18,9","22,0","26,8","30,0","31,2","31,0","31,4","30,0","26,5","22,0","18,5","25,5"
92. Tương Dương,"16,8","17,7","20,7","24,9","28,0","29,7","29,7","30,0","28,7","25,5","21,1","17,4","24,2"
93. Vinh,"18,2","19,1","22,1","26,7","30,0","30,6","30,1","31,0","30,4","27,0","22,3","18,9","25,5"
94. Hương Khê,"18,3","19,4","22,5","26,7","29,2","30,0","29,4","30,1","29,2","26,1","21,9","18,8","25,1"
95. Kỳ Anh,"18,8","19,8","22,6","27,0","29,8","30,3","29,8","30,3","30,1","27,2","22,7","19,4","25,6"
96. Hà Tĩnh,"18,8","19,7","22,6","27,1","30,3","31,0","30,3","31,0","30,4","27,3","22,8","19,4","25,9"
97. Tuyên Hoá,"18,9","20,0","22,7","26,6","29,0","29,6","28,8","29,5","29,3","26,5","22,3","19,3","25,2"
98. Ba Đồn,"19,3","20,3","23,1","27,3","30,1","30,4","29,9","30,4","30,2","27,4","23,0","19,8","25,9"
99. Đồng Hới,"19,3","20,3","23,2","27,0","29,5","29,3","28,7","29,4","29,5","27,2","23,1","19,8","25,5"
100. Cồn Cỏ,"22,4","22,9","25,1","28,7","31,6","32,3","31,6","31,7","31,5","29,5","26,1","22,9","28,0"
101. Đông Hà,"20,6","21,5","24,2","27,7","29,3","29,2","28,4","29,0","29,8","28,1","24,3","20,9","26,1"
102. Khe Sanh,"18,8","19,6","21,8","24,8","26,8","27,6","27,2","27,5","27,0","25,3","22,0","19,2","24,0"
103. A Lưới,"17,9","19,0","21,2","23,9","25,2","25,1","24,5","24,8","24,8","23,5","21,2","18,4","22,5"
104. Nam Đông,"20,8","21,7","24,3","27,2","29,0","29,5","29,0","29,3","29,0","27,4","24,7","21,6","26,1"
105. Huế,"21,0","21,9","24,8","28,1","29,5","29,8","29,1","29,4","29,5","28,1","24,8","21,7","26,5"
106. Đà Nẵng,"21,8","22,8","25,3","28,4","30,3","30,8","30,5","30,5","29,8","28,3","25,3","22,5","27,2"
107. Tam Kỳ,"22,4","23,6","25,8","28,5","29,9","30,3","29,7","29,0","29,8","28,4","25,9","22,9","27,2"
108. Trà My,"21,8","22,9","25,1","27,3","29,1","29,5","29,1","29,2","28,7","27,3","25,0","22,4","26,4"
109. Ba Tơ,"22,5","23,8","25,8","28,6","30,1","30,2","29,6","29,5","29,4","28,3","26,1","23,2","27,2"
110. Quảng Ngãi,"22,8","23,7","26,0","28,9","30,8","31,3","30,9","30,9","30,4","29,2","26,4","23,6","27,9"
111. Lý Sơn,"24,2","25,1","27,3","30,5","33,0","33,4","32,7","32,7","31,9","30,4","27,9","25,2","29,5"
112. Hoài Nhơn,"22,7","23,9","26,1","29,0","30,9","30,4","29,9","29,7","30,3","28,9","26,5","23,6","27,7"
113. Quy Nhơn,"23,2","24,6","27,3","30,3","31,9","30,8","30,0","29,5","30,3","29,3","26,9","24,1","28,2"
114. Sơn Hoà,"22,6","23,2","25,4","28,0","29,6","29,1","28,2","28,5","29,1","28,7","26,4","23,7","26,9"
115. Tuy Hoà,"23,9","24,9","26,9","29,5","30,2","29,9","29,2","28,9","29,2","29,2","27,4","24,7","27,8"
116. Nha Trang,"23,4","24,5","26,6","29,2","30,4","30,1","29,5","29,6","29,6","28,8","26,7","24,4","27,7"
117. Cam Ranh,"22,9","23,8","26,1","28,7","29,8","29,3","28,7","28,8","29,3","28,3","26,1","23,5","27,1"
118. Trường Sa,"29,4","29,6","30,2","31,1","32,0","31,7","31,3","31,5","31,2","30,8","31,0","30,2","30,8"
119. Phan Thiết,"23,6","24,6","26,8","29,7","31,0","30,2","29,9","29,9","30,0","29,5","27,4","25,0","28,1"
120. Hàm Tân,"24,0","24,8","27,1","29,8","31,2","30,7","30,2","30,1","30,0","29,5","27,5","24,9","28,3"
121. Phú Quý,"25,3","26,6","28,8","31,3","33,3","33,3","32,8","32,7","32,4","31,1","29,1","26,3","30,3"
122. Đắk Tô,"15,3","16,6","19,1","22,5","24,7","25,5","25,2","24,9","24,1","21,8","19,1","16,2","21,2"
123. Kon Tum,"16,6","17,6","20,0","23,1","25,2","26,1","25,9","26,0","25,2","23,1","20,3","17,4","22,2"
124. Pleiku,"16,4","17,1","19,1","21,9","24,3","25,0","24,8","24,6","24,1","22,3","19,6","16,7","21,3"
125. An Khê,"19,3","20,4","22,2","24,7","26,1","26,2","25,8","26,0","25,9","25,0","22,6","20,2","23,7"
126. Ayun Pa,"20,8","21,7","23,7","26,6","28,5","28,7","28,3","28,5","28,8","27,8","24,9","21,9","25,9"
127. M’Đrắk,"20,5","21,3","22,9","25,2","26,4","26,0","25,4","25,3","25,9","25,4","23,7","21,4","24,1"
128. Buôn Ma Thuột,"19,0","19,7","21,3","23,8","26,0","26,4","26,2","26,2","26,1","25,0","22,5","20,0","23,5"
129. Buôn Hồ,"17,9","18,3","19,8","22,1","23,9","24,5","24,3","24,4","24,1","23,0","21,1","19,0","21,9"
130. Đắk Nông,"17,8","18,5","20,7","23,5","25,3","25,5","25,1","25,1","24,9","23,8","21,5","18,9","22,6"
131. Liên Khương,"16,2","16,4","17,6","20,4","22,4","22,6","22,4","22,4","22,3","21,6","19,6","17,3","20,1"
132. Bảo Lộc,"18,4","18,9","20,5","23,4","24,4","24,5","24,1","24,2","24,0","23,3","21,6","19,4","22,2"
133. Đồng Phú (Đồng Xoài),"21,5","22,3","24,4","27,4","29,5","29,7","29,4","29,5","29,3","28,5","26,0","22,9","26,7"
134. Phước Long,"21,0","22,0","23,8","26,4","28,3","28,7","28,4","28,6","28,4","27,6","24,7","21,6","25,8"
135. Tây Ninh,"22,7","24,0","25,8","28,5","30,2","30,1","29,8","29,9","29,9","29,1","26,6","23,5","27,5"
136. Vũng Tàu,"24,6","25,5","27,4","29,8","31,0","30,9","30,1","30,1","30,2","29,8","28,0","25,6","28,6"
137. Côn Đảo,"25,4","26,3","28,1","30,2","31,3","30,7","30,1","30,0","30,2","30,2","28,6","26,1","29,0"
138. Mộc Hoá,"25,4","25,8","27,2","29,4","31,3","31,0","30,5","30,7","31,0","30,4","28,4","25,6","28,9"
139. Mỹ Tho,"25,4","26,0","27,9","30,2","31,4","31,0","30,3","30,2","30,2","30,1","28,8","26,2","29,0"
140. Cao Lãnh,"26,2","26,7","28,0","30,2","31,7","31,3","31,0","30,9","31,2","30,8","29,0","26,3","29,4"
141. Ba Tri,"25,8","26,8","28,5","30,9","31,7","31,1","30,7","30,6","30,8","30,7","29,3","26,8","29,5"
142. Càng Long,"25,8","26,1","27,9","30,3","31,7","31,2","30,8","30,7","30,9","30,7","29,3","26,8","29,3"
143. Châu Đốc,"25,6","26,5","27,3","29,3","31,3","30,7","30,3","30,3","30,6","30,2","28,3","25,5","28,8"
144. Cần Thơ,"26,0","26,4","28,0","30,3","31,6","31,2","30,8","30,8","31,0","30,9","29,4","26,8","29,5"
145. Sóc Trăng,"24,9","25,6","27,2","29,7","31,4","31,2","30,9","30,8","30,9","30,8","29,3","26,6","29,1"
146. Rạch Giá,"26,1","26,6","28,2","30,7","32,2","32,4","31,8","31,5","31,3","30,5","28,8","26,0","29,7"
147. Phú Quốc,"25,3","26,8","28,7","31,2","32,4","32,2","31,8","31,8","31,4","30,5","27,6","24,4","29,5"
148. Bạc Liêu,"25,6","26,3","28,2","30,7","31,5","31,2","31,2","30,9","31,1","31,0","29,4","26,8","29,5"
149. Cà Mau,"25,9","26,3","27,7","29,9","31,5","31,4","31,1","31,2","31,1","30,9","29,4","26,8","29,4"
