Trạm,Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Năm
26. Phố Ràng,"13,7","15,1","17,9","21,3","23,6","25,2","25,3","24,9","23,6","21,3","17,8","14,0","20,3"
27. Bắc Hà,"8,8","10,2","13,2","16,7","19,5","21,0","21,2","20,6","19,1","16,9","13,0","9,4","15,8"
28. Sa Pa,"6,2","7,8","10,8","14,0","16,3","17,6","17,7","17,4","15,9","13,7","10,2","7,0","12,9"
29. Mù Căng Chải,"9,2","10,5","13,4","16,7","19,1","20,5","20,4","19,8","18,4","16,1","12,6","9,2","15,5"
30. Văn Chấn,"13,1","14,7","17,5","20,8","23,0","24,3","24,6","24,0","22,7","20,5","16,9","13,8","19,6"
31. Lục Yên,"13,4","15,0","17,8","21,1","23,6","24,9","25,1","24,7","23,6","21,3","17,7","14,2","20,2"
32. Yên Bái,"13,6","15,1","17,9","21,3","23,8","25,2","25,3","24,9","23,8","21,5","18,0","14,6","20,4"
33. Hàm Yên,"13,4","15,1","18,0","21,4","23,7","25,1","25,2","24,9","23,8","21,3","17,5","14,1","20,3"
34. Tuyên Quang,"13,8","15,5","18,3","21,7","24,1","25,4","25,6","25,1","24,1","21,7","18,0","14,6","20,7"
35. Chiêm Hóa,"13,3","15,0","17,9","21,2","23,6","25,0","25,2","24,9","23,7","21,2","17,4","13,9","20,2"
36. Chợ Rã,"12,0","13,8","16,8","20,4","22,8","24,4","24,6","24,4","22,9","20,1","16,2","12,5","19,3"
37. Ngân Sơn,"9,8","11,7","14,9","18,6","21,1","22,7","22,9","22,3","20,8","17,9","14,0","10,3","17,2"
38. Bắc Kạn,"12,2","14,1","17,1","20,5","22,9","24,4","24,6","24,2","22,8","20,1","16,3","12,8","19,3"
39. Định Hoá,"12,9","14,8","17,7","21,1","23,7","25,1","25,3","24,9","23,5","20,7","16,8","13,4","20,0"
40. Thái Nguyên,"13,7","15,3","18,0","21,5","24,2","25,7","25,7","25,4","24,3","21,7","18,0","14,7","20,7"
41. Minh Đài,"13,4","14,9","17,8","21,2","23,4","24,6","24,9","24,6","23,3","20,9","17,2","13,6","19,9"
42. Phú Hộ,"13,9","15,4","18,1","21,4","24,0","25,5","25,6","25,1","24,1","21,7","18,1","14,9","20,7"
43. Việt Trì,"14,3","15,6","18,3","21,7","24,4","25,9","26,1","25,7","24,7","22,4","18,9","15,4","21,1"
44. Tam Đảo,"9,5","10,7","13,6","17,0","19,6","21,1","21,2","20,9","19,8","17,3","14,1","10,7","16,3"
45. Vĩnh Yên,"14,5","16,0","18,6","22,0","24,8","26,2","26,4","26,0","25,0","22,6","19,1","15,6","21,4"
46. Bảo Lạc,"11,9","13,6","16,8","20,4","22,8","24,2","24,5","24,0","22,4","19,7","15,9","12,3","19,0"
47. Nguyên Bình,"9,7","11,5","14,7","18,5","21,3","22,9","23,1","22,5","20,9","18,2","14,2","10,5","17,4"
48. Trùng Khánh,"9,0","11,0","14,5","18,3","21,1","22,8","23,3","22,6","20,7","17,6","13,5","9,7","17,0"
49. Cao Bằng,"10,9","12,7","16,0","19,8","22,3","23,8","24,1","23,6","22,1","19,3","15,4","11,6","18,5"
50. Bắc Sơn,"10,5","12,4","15,7","19,5","22,3","23,8","24,1","23,6","22,1","19,1","15,0","11,3","18,3"
51. Hữu Lũng,"12,7","14,4","17,4","20,9","23,6","25,1","25,2","24,9","23,5","20,7","16,7","13,2","19,9"
52. Đình Lập,"10,8","12,9","16,1","19,8","22,4","24,0","24,2","23,7","22,1","19,1","14,9","11,3","18,4"
53. Thất Khê,"10,9","12,8","16,1","19,9","22,6","24,2","24,5","24,2","22,6","19,6","15,5","11,6","18,7"
54. Lạng Sơn,"10,1","12,0","15,4","19,3","22,1","23,8","24,0","23,7","22,2","18,8","14,8","11,0","18,1"
55. Lục Ngạn,"12,7","14,5","17,6","21,2","24,0","25,5","25,7","25,2","23,9","21,0","17,1","13,5","20,2"
56. Sơn Động,"12,3","14,3","17,4","21,1","23,6","25,0","25,1","24,7","23,3","20,3","16,4","12,8","19,7"
57. Bắc Giang,"13,6","15,3","18,1","21,6","24,4","25,9","26,3","25,8","24,6","21,9","18,1","14,6","20,9"
58. Hiệp Hòa,"13,8","15,5","18,1","21,6","24,2","25,9","26,0","25,6","24,5","21,9","18,2","14,7","20,8"
59. Uông Bí,"14,2","15,8","18,4","21,8","24,6","26,1","26,2","25,8","24,5","21,9","18,3","14,9","21,0"
60. Cô Tô,"13,6","13,9","16,5","20,5","24,4","26,3","26,7","26,1","25,4","23,4","19,9","15,9","21,0"
61. Bãi Cháy,"14,0","15,2","17,8","21,5","24,6","26,0","26,2","25,4","24,4","22,2","18,7","15,3","20,9"
62. Cửa Ông,"13,4","14,5","17,1","20,9","24,2","25,7","25,9","25,2","24,2","21,8","18,4","14,8","20,5"
63. Tiên Yên,"12,4","14,0","17,0","20,7","23,5","25,0","25,2","24,8","23,5","20,7","16,9","13,3","19,8"
64. Móng Cái,"12,4","13,7","16,8","20,8","23,8","25,4","25,6","25,2","24,1","21,3","17,3","13,3","19,9"
65. Quảng Hà,"12,9","14,5","17,3","21,1","23,7","25,3","25,4","25,1","24,0","21,2","17,5","13,5","20,1"
66. Phù Liễn,"14,2","15,2","17,7","21,1","24,1","25,6","25,9","25,3","24,3","22,0","18,8","15,5","20,8"
67. Hòn Dấu,"15,5","15,8","17,9","21,4","25,2","26,7","27,1","26,4","25,6","23,7","20,6","17,2","21,9"
68. Bạch Long Vĩ,"15,7","15,6","17,4","20,9","24,8","26,8","27,3","26,7","25,7","24,0","21,1","17,8","22,0"
69. Ba Vì,"13,7","15,5","17,9","21,5","24,0","25,6","25,7","25,3","24,2","21,7","17,9","14,4","20,6"
70. Hà Đông,"14,3","15,8","18,4","21,7","24,3","26,0","26,3","25,8","24,6","22,2","18,7","15,3","21,1"
71. Sơn Tây,"14,1","15,6","18,2","21,5","24,2","25,9","26,0","25,7","24,7","22,3","18,8","15,3","21,1"
72. Hà Nội,"14,5","15,8","18,4","21,9","24,8","26,4","26,5","26,1","25,2","22,8","19,3","15,8","21,5"
73. Chí Linh,"14,1","15,6","18,2","21,8","24,4","26,0","26,2","25,8","24,8","22,4","18,9","15,3","21,1"
74. Hải Dương,"14,0","15,6","18,2","21,7","24,6","26,3","26,6","26,0","24,9","22,1","18,5","14,9","21,1"
75. Hưng Yên,"14,0","15,4","18,0","21,6","24,4","26,1","26,5","25,9","24,8","22,2","18,7","15,2","21,1"
76. Nam Định,"14,4","15,6","18,1","21,7","24,7","26,4","26,8","26,1","25,0","22,5","19,1","15,6","21,3"
77. Văn Lý,"14,8","15,7","17,8","21,6","25,2","26,9","27,3","26,4","25,1","22,6","19,4","16,1","21,6"
78. Thái Bình,"14,2","15,5","17,9","21,5","24,5","26,2","26,7","25,9","24,6","21,9","18,5","15,1","21,0"
79. Hà Nam,"14,3","15,6","18,1","21,5","24,4","26,1","26,4","25,8","24,7","22,3","19,0","15,5","21,2"
80. Ninh Bình,"14,6","15,7","18,1","21,7","24,6","26,2","26,5","26,0","25,0","22,7","19,4","15,9","21,4"
81. Nho Quan,"14,2","15,6","18,2","21,6","24,3","25,9","26,0","25,5","24,2","21,8","18,5","15,0","20,9"
82. Yên Định,"14,8","16,1","18,3","21,5","24,3","25,9","26,0","25,4","24,4","22,1","18,7","15,5","21,1"
83. Bái Thượng,"14,3","15,8","18,2","21,4","23,8","25,3","25,3","24,9","23,9","21,7","18,4","15,2","20,7"
84. Như Xuân,"14,7","16,0","18,2","21,4","24,1","25,6","25,6","25,1","24,0","21,8","18,6","15,4","20,9"
85. Tĩnh Gia,"15,1","16,0","18,2","21,6","24,6","26,4","26,5","25,7","24,5","22,4","19,3","16,1","21,4"
86. Thanh Hoá,"15,1","16,1","18,3","21,6","24,7","26,3","26,3","25,7","24,6","22,4","19,3","16,1","21,4"
87. Hồi Xuân,"14,4","15,9","18,4","21,5","23,4","24,5","24,4","24,3","23,4","21,1","18,0","15,0","20,4"
88. Quỳ Châu,"14,4","15,8","18,2","21,2","23,3","24,5","24,5","24,3","23,3","21,0","18,0","14,8","20,3"
89. Quỳ Hợp,"14,7","16,0","18,4","21,5","23,8","25,0","25,0","24,6","23,5","21,4","18,1","15,0","20,6"
90. Tây Hiếu,"14,4","15,8","18,2","21,4","23,9","25,2","25,2","24,7","23,6","21,3","18,1","14,9","20,6"
91. Quỳnh Lưu,"15,4","16,5","18,6","21,8","24,7","26,2","26,3","25,6","24,5","22,3","19,3","16,2","21,4"
92. Con Cuông,"15,1","16,4","18,6","21,8","24,0","25,2","25,1","24,8","23,8","21,8","18,7","15,7","20,9"
93. Đô Lương,"15,5","16,6","18,8","22,0","24,4","25,9","25,9","25,2","24,2","22,2","19,4","16,3","21,4"
94. Tương Dương,"15,0","16,4","18,7","21,6","23,4","24,4","24,3","24,1","23,5","21,6","18,5","15,4","20,6"
95. Vinh,"15,6","16,5","18,7","22,1","25,0","26,7","26,6","25,9","24,6","22,5","19,6","16,6","21,7"
96. Hương Khê,"15,4","16,6","19,0","21,9","24,1","25,3","25,3","24,8","23,6","21,6","19,0","16,2","21,0"
97. Kỳ Anh,"15,9","16,9","19,0","22,2","25,2","27,1","27,1","26,2","24,5","22,4","19,8","16,9","21,9"
98. Hà Tĩnh,"15,7","16,8","18,9","22,2","24,9","26,5","26,4","25,8","24,5","22,3","19,7","16,7","21,7"
99. Tuyên Hoá,"15,7","17,0","18,9","21,8","24,1","25,6","25,5","24,8","23,5","21,6","19,0","16,3","21,2"
100.Ba Đồn,"16,6","17,7","19,7","22,6","25,0","26,5","26,5","25,9","24,6","22,7","20,2","17,4","22,1"
101.Đồng Hới,"16,7","17,6","19,7","22,4","25,0","26,8","26,7","26,0","24,3","22,5","20,3","17,6","22,1"
102.Cồn Cỏ,"18,9","19,2","20,4","22,8","25,4","27,2","27,2","27,1","25,8","24,5","22,9","20,4","23,5"
103.Đông Hà,"17,5","18,3","20,2","23,0","25,0","26,5","26,3","25,8","24,5","23,0","20,9","18,3","22,5"
104.Khe Sanh,"15,8","16,6","18,6","21,1","22,6","23,2","22,7","22,6","22,0","21,0","19,1","16,7","20,2"
105.A Lưới,"14,8","15,5","17,2","19,3","20,8","22,1","21,7","21,6","20,5","19,4","18,0","15,7","18,9"
106.Nam Đông,"17,3","18,0","20,0","22,2","23,5","24,0","23,7","23,7","23,1","21,9","20,4","18,2","21,4"
107.Huế,"17,5","18,2","20,2","22,7","24,5","25,3","25,2","25,1","24,1","22,8","21,0","18,6","22,1"
108.Đà Nẵng,"19,3","20,2","21,8","23,8","25,2","26,0","25,7","25,6","24,5","23,5","22,1","20,0","23,1"
109.Tam Kỳ,"19,4","20,2","21,6","23,7","24,9","25,5","25,3","25,2","24,4","23,4","22,1","20,0","23,0"
110.Trà My,"18,4","19,2","20,6","22,3","23,2","23,5","23,2","23,3","23,0","22,1","20,9","19,0","21,6"
111.Ba Tơ,"19,2","19,7","21,0","22,9","24,0","24,5","24,2","24,2","23,6","22,9","21,8","19,9","22,3"
112.Quảng Ngãi,"19,4","19,9","21,4","23,5","25,0","25,5","25,2","25,1","24,4","23,4","22,1","20,3","22,9"
113.Lý Sơn,"21,7","21,8","22,8","24,6","26,3","27,2","27,2","27,2","26,2","25,2","24,3","22,6","24,7"
114.Hoài Nhơn,"19,9","20,4","21,7","23,8","25,1","25,8","25,6","25,5","24,4","23,6","22,6","20,9","23,3"
115.Quy Nhơn,"21,2","21,7","23,1","25,0","26,4","27,1","27,0","27,0","25,8","24,6","23,6","22,1","24,6"
116.Sơn Hoà,"19,0","19,6","21,2","23,2","24,6","24,9","24,6","24,6","23,9","22,9","21,8","20,0","22,5"
117.Tuy Hoà,"21,0","21,3","22,4","24,0","25,4","26,1","25,8","25,6","24,8","24,1","23,4","22,0","23,9"
118.Nha Trang,"21,4","21,8","23,0","24,6","25,5","25,7","25,6","25,5","24,9","24,2","23,5","22,3","24,0"
119.Cam Ranh,"21,9","22,1","23,3","24,8","25,7","25,8","25,5","25,6","24,9","24,2","23,6","22,7","24,2"
120.Trường Sa,"25,1","25,4","26,1","27,0","27,3","26,4","26,1","26,1","26,0","26,0","25,8","25,2","26,0"
121.Phan Thiết,"21,3","22,0","23,5","25,3","25,7","25,2","24,7","24,7","24,6","24,3","23,4","22,2","23,9"
122.Hàm Tân,"21,4","22,1","23,7","25,3","25,2","24,6","24,3","24,3","24,1","24,0","23,4","22,1","23,7"
123.Phú Quý,"23,8","23,9","24,8","26,2","26,9","26,7","26,5","26,5","26,2","25,6","25,2","24,4","25,6"
124.Đắk Tô,"13,0","14,6","17,5","19,9","21,3","21,6","21,2","21,1","20,5","18,8","16,9","14,5","18,5"
125.Kon Tum,"15,6","16,9","19,3","21,3","22,1","22,2","21,9","21,8","21,4","20,1","18,5","16,5","19,8"
126.Pleiku,"14,0","15,1","17,4","19,4","20,5","20,5","20,1","20,1","19,8","18,6","17,1","15,2","18,1"
127.An Khê,"17,1","17,8","19,3","21,4","22,6","23,0","22,6","22,4","21,9","21,0","19,8","18,2","20,6"
128.Ayun Pa,"18,1","19,1","21,3","23,6","24,5","24,4","24,0","23,9","23,5","22,6","21,2","19,3","22,1"
129.M’Đrắk,"17,9","18,2","19,6","21,5","22,5","22,8","22,6","22,7","22,0","21,3","20,4","18,9","20,9"
130.Buôn Ma Thuột,"17,5","18,2","19,6","21,4","22,0","21,7","21,3","21,4","21,1","20,5","19,6","18,3","20,2"
131.Buôn Hồ,"16,0","16,8","18,5","20,3","20,9","20,6","20,2","20,2","20,1","19,5","18,5","16,8","19,0"
132.Đắk Nông,"15,2","15,8","17,8","19,6","20,9","20,8","20,5","20,6","20,4","19,5","18,6","16,8","18,9"
133.Liên Khương,"14,9","15,5","16,6","18,5","19,5","19,5","19,1","19,0","18,8","18,0","17,0","15,8","17,7"
134.Đà Lạt,"11,7","11,9","13,0","14,7","16,2","16,4","16,2","16,2","16,0","15,3","14,6","13,2","14,6"
135.Bảo Lộc,"15,2","15,8","17,4","19,1","20,1","20,0","19,7","19,7","19,7","19,0","17,8","16,1","18,3"
136.Đồng Phú (Đồng Xoài),"19,8","20,5","22,3","23,9","24,3","23,9","23,5","23,5","23,3","22,9","21,8","20,3","22,5"
137.Phước Long,"19,6","20,1","21,7","23,2","23,7","23,3","23,0","23,0","22,8","22,3","21,2","19,8","22,0"
138.Tây Ninh,"21,3","22,1","23,6","25,0","25,2","24,6","24,3","24,4","24,3","23,9","23,1","21,6","23,6"
139.Vũng Tàu,"23,1","23,9","25,5","26,8","26,6","25,8","25,3","25,4","25,2","25,0","24,7","23,6","25,1"
140.Côn Đảo,"24,1","24,1","24,7","25,5","25,6","25,4","25,2","25,3","25,0","24,9","25,3","24,7","25,0"
141.Mộc Hoá,"22,4","22,6","23,8","25,2","25,6","25,1","24,7","25,1","25,5","25,4","24,8","23,0","24,4"
142.Mỹ Tho,"22,2","22,8","24,2","25,4","25,6","25,0","24,6","24,6","24,6","24,3","23,8","22,6","24,1"
143.Cao Lãnh,"22,2","22,5","23,9","25,2","25,5","25,1","24,8","25,0","25,1","25,0","24,8","23,0","24,3"
144.Ba Tri,"23,2","23,6","24,7","25,8","25,6","25,1","24,7","24,7","24,7","24,7","24,4","23,3","24,6"
145.Càng Long,"22,6","22,8","23,9","25,0","25,3","24,8","24,5","24,5","24,5","24,5","24,3","23,1","24,2"
146.Châu Đốc,"22,6","22,6","23,7","25,2","25,7","25,3","25,0","25,3","25,4","25,2","24,8","23,1","24,5"
147.Cần Thơ,"22,3","22,7","23,9","25,0","25,2","24,6","24,3","24,4","24,4","24,4","24,3","23,0","24,1"
148.Sóc Trăng,"22,2","22,5","23,7","24,8","25,0","24,8","24,5","24,5","24,5","24,5","24,1","22,8","24,0"
149.Rạch Giá,"22,4","22,8","24,0","25,5","26,1","26,0","25,7","25,5","25,5","25,2","24,7","23,1","24,7"
150.Phú Quốc,"23,0","23,7","24,9","25,6","25,8","25,6","25,2","25,2","25,0","24,5","24,4","23,4","24,7"
151.Bạc Liêu,"22,5","23,1","24,3","25,4","25,3","25,1","24,8","24,6","24,5","24,5","24,0","23,0","24,3"
152.Cà Mau,"22,7","22,9","23,8","24,8","25,3","25,0","24,8","24,8","24,8","24,8","24,5","23,4","24,3"
