STTSTTSTT,Tên sản phẩmTên sản phẩmTên sản phẩm,Chỉ tiêu kỹ thuậtChỉ tiêu kỹ thuậtChỉ tiêu kỹ thuật,Mức yêu cầuMức yêu cầuMức yêu cầu,Phương pháp thửPhương pháp thửPhương pháp thử,"Phương pháp lấy mẫu, quy cách mẫuPhương pháp lấy mẫu, quy cách mẫuPhương pháp lấy mẫu, quy cách mẫu","Mã hàng hóa xuất khẩu, nhập khẩu (HS)Mã hàng hóa xuất khẩu, nhập khẩu (HS)Mã hàng hóa xuất khẩu, nhập khẩu (HS)"
2.4.3.2.4.3.2.4.3.,Đầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểm,3. Thời gian nhạy cảm từ nhiệt độ sử dụng điển hình3. Thời gian nhạy cảm từ nhiệt độ sử dụng điển hình3. Thời gian nhạy cảm từ nhiệt độ sử dụng điển hình,5.4.35.4.35.4.3TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,5.4.25.4.25.4.2TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu n > 10.000 thì lấy 32 mẫu.+ Nếu n > 10.000 thì lấy 32 mẫ+ Nếu n > 10.000 thì lấy 32 mẫu.u.",8531.10.208531.10.208531.10.20
2.4.3.2.4.3.2.4.3.,Đầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểm,4. Thời gian nhạy cảm từ 25°c4. Thời gian nhạy cảm từ 25°c4. Thời gian nhạy cảm từ 25°c,5.5.3 TCVN 7568-5:20135.5.3 TCVN 7568-5:20135.5.3 TCVN 7568-5:2013,5.5.2 TCVN 7568-5:20135.5.2 5.5.2 TCVN 7568-5:2013TCVN 7568-5:2013,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu n > 10.000 thì lấy 32 mẫu.+ Nếu n > 10.000 thì lấy 32 mẫ+ Nếu n > 10.000 thì lấy 32 mẫu.u.",8531.10.208531.10.208531.10.20
2.4.3.2.4.3.2.4.3.,Đầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểm,"5. Thời gian nhạy cảm từ nhiệt độ môi trường cao, nóng khô (vận hành)5. Thời gian nhạy cảm từ nhiệt độ môi trường cao, nóng khô (vận hành)5. Thời gian nhạy cảm từ nhiệt độ môi trường cao, nóng khô (vận hành)",5.6.35.6.35.6.3TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,5.6.25.6.25.6.2TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu n > 10.000 thì lấy 32 mẫu.+ Nếu n > 10.000 thì lấy 32 mẫ+ Nếu n > 10.000 thì lấy 32 mẫu.u.",8531.10.208531.10.208531.10.20
2.4.3.2.4.3.2.4.3.,Đầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểm,6. Biến đổi trong các thông số cung cấp6. Biến đổi trong các thông số cung cấp6. Biến đổi trong các thông số cung cấp,5.7.35.7.35.7.3TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,5.7.25.7.25.7.2TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu n > 10.000 thì lấy 32 mẫu.+ Nếu n > 10.000 thì lấy 32 mẫ+ Nếu n > 10.000 thì lấy 32 mẫu.u.",8531.10.208531.10.208531.10.20
2.4.3.2.4.3.2.4.3.,Đầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểm,7. Khả năng tái tạo lại được (thời gian nhạy cảm trước thử nghiệm về môi trường)7. Khả năng tái tạo lại được (thời gian nhạy cảm trước thử nghiệm về môi trường)7. Khả năng tái tạo lại được (thời gian nhạy cảm trước thử nghiệm về môi trường),5.8.35.8.35.8.3TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,5.8.25.8.25.8.2TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu n > 10.000 thì lấy 32 mẫu.+ Nếu n > 10.000 thì lấy 32 mẫ+ Nếu n > 10.000 thì lấy 32 mẫu.u.",8531.10.208531.10.208531.10.20
2.4.3.2.4.3.2.4.3.,Đầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểm,8. Nóng khô (bền lâu) (*)8. Nóng khô (bền lâu) (*)8. Nóng khô (bền lâu) (*),5.10.35.10.35.10.3TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,5.10.25.10.25.10.2TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu n > 10.000 thì lấy 32 mẫu.+ Nếu n > 10.000 thì lấy 32 mẫ+ Nếu n > 10.000 thì lấy 32 mẫu.u.",8531.10.208531.10.208531.10.20
2.4.3.2.4.3.2.4.3.,Đầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểm,"9. Nóng ẩm, có chu kỳ (vận hành)9. Nóng ẩm, có chu kỳ (vận hành)9. Nóng ẩm, có chu kỳ (vận hành)",5.11.35.11.35.11.3TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,5.11.25.11.25.11.2TCVN 7568-5:2013TCVTCVN 7568-5:2013N 7568-5:2013,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu n > 10.000 thì lấy 32 mẫu.+ Nếu n > 10.000 thì lấy 32 mẫ+ Nếu n > 10.000 thì lấy 32 mẫu.u.",8531.10.208531.10.208531.10.20
2.4.3.2.4.3.2.4.3.,Đầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểm,10. Ăn mòn sunfua đioxit (SO2) (bền lâu) (*)10. Ăn mòn sunfua đioxit (SO10. Ăn mòn sunfua đioxit (SO22) (bền lâu) (*)) (bền lâu) (*),5.13.35.13.35.13.3TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,5.13.25.13.25.13.2TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu n > 10.000 thì lấy 32 mẫu.+ Nếu n > 10.000 thì lấy 32 mẫ+ Nếu n > 10.000 thì lấy 32 mẫu.u.",8531.10.208531.10.208531.10.20
2.4.3.2.4.3.2.4.3.,Đầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểm,11. Va chạm (vận hành)11. Va chạm (vận hành)11. Va chạm (vận hành),5.14.35.14.35.14.3TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,5.14.25.14.25.14.2TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu n > 10.000 thì lấy 32 mẫu.+ Nếu n > 10.000 thì lấy 32 mẫ+ Nếu n > 10.000 thì lấy 32 mẫu.u.",8531.10.208531.10.208531.10.20
2.4.3.2.4.3.2.4.3.,Đầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểmĐầu báo cháy nhiệt kiểu điểm,12. Va đập (vận hành)12. Va đập (vận hành)12. Va đập (vận hành),5.15.35.15.35.15.3TCVN 7568-5:2013TCVN 7568-5:2013TCVN 7568-5:2013,5.15.25.15.25.15.2TCVN 7568-5:2013TCVN 7568-TCVN 7568-5:20135:2013,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu n ≤ 1.000 thì lấy 08 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 16 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 24 mẫu;+ Nếu n > 10.000 thì lấy 32 mẫu.+ Nếu n > 10.000 thì lấy 32 mẫ+ Nếu n > 10.000 thì lấy 32 mẫu.u.",8531.10.208531.10.208531.10.20
